,A,B,C,G,R,X6,X8
522,7,1081.56,359.88,49.2,13506,68.0142,0.1422
523,8,1100.03,359.88,49.2,13626,66.5492,0.1455
524,8,1136.7,1059.65,49.6,1239,79.096,0.2933
525,8,1131.62,1059.65,49.6,1473,87.0333,0.2828
526,7,1142.02,1059.65,49.6,1127,81.2777,0.2802
527,9,1145.03,1069.64,49.6,870,72.1839,0.2911
528,8,1155.45,949.68,48.8,1143,82.6772,0.2885
529,10,951.35,389.87,48.8,4761,77.9668,0.1752
530,8,798.59,369.88,54.07,5165,41.5489,0.3578
531,8,855.21,669.78,52.19,10996,17.7428,0.2924
532,8,1128.2,939.69,50.86,1773,75.8601,0.3167
533,7,1087.64,809.73,46.53,5379,41.9409,0.1471
534,7,1068.49,809.73,46.53,6100,70.7377,0.14400000000000002
535,8,1089.25,919.69,47.26,2943,56.7448,0.3531
536,7,1112.03,989.67,50.44,1124,80.42699999999999,0.3237
537,8,1109.23,889.7,50.86,1090,45.1376,0.3246
538,7,1092.71,889.7,48.02,3278,48.0781,0.3168
539,7,1091.56,949.68,48.02,1387,28.5508,0.3524
540,8,1108.03,989.67,50.44,1029,32.2643,0.361
541,8,1131.71,1039.65,50.02,631,56.5769,0.1841
542,6,1114.03,899.7,48.8,1383,52.5669,0.3232
543,6,1112.03,839.72,49.2,3955,32.0101,0.1799
544,7,1171.69,1109.63,49.6,408,47.3039,0.2845
545,5,1177.87,1129.62,48.02,348,41.95399999999999,0.1477
546,4,1187.86,1139.62,48.4,445,27.8652,0.1464
547,6,1168.36,1089.64,48.8,488,58.1967,0.3566
548,8,1119.23,909.7,50.02,2218,61.4968,0.14300000000000002
549,6,1107.23,959.68,50.02,769,78.9337,0.3613
550,6,1068.49,919.69,51.3,943,45.3871,0.14400000000000002
551,7,1072.72,899.7,49.6,2610,43.7548,0.1434
552,5,1140.04,1039.65,49.6,890,66.6292,0.2924
553,7,1160.03,1079.64,49.6,605,66.4463,0.2514
554,9,1176.69,1119.63,48.8,386,84.456,0.3541
555,7,1176.27,1099.63,48.4,479,70.5637,0.3188
556,8,1152.95,1069.64,48.4,1052,83.365,0.2168
557,8,1156.28,1069.64,48.8,1289,89.6819,0.2883
558,6,1166.57,1109.63,48.4,707,72.4187,0.2982
559,7,1048.88,399.87,48.02,24077,44.0296,0.1467
560,8,1051.5,399.87,48.02,23327,61.7653,0.1409
561,6,1137.54,679.77,50.44,6901,73.685,0.2564
562,8,1126.29,679.77,50.86,4934,69.4771,0.33299999999999996
563,8,1151.28,1069.64,50.02,399,55.3885,0.1448
564,7,1157.11,1119.63,50.02,172,38.9535,0.14400000000000002
565,8,1160.45,1109.63,50.02,201,75.1244,0.3591
566,10,1170.03,1109.63,49.2,519,56.8401,0.3561
567,8,1178.77,1109.63,49.2,387,37.9845,0.3535
568,7,1176.56,1099.63,49.2,487,29.1581,0.1478
569,8,1167.0,1099.63,49.6,218,66.5138,0.2981
570,7,1170.04,1129.62,48.8,249,47.3896,0.1858
571,7,1163.36,1089.64,48.8,358,63.1285,0.3582
572,9,1150.45,1089.64,49.2,448,68.5268,0.3622
573,8,1151.7,1089.64,49.2,491,78.4114,0.1447
574,5,1078.16,809.73,48.8,3514,43.597,0.2061
575,5,1027.44,809.73,48.8,2746,40.6045,0.1802
576,6,1088.44,879.71,51.74,1565,31.1821,0.2573
577,5,1153.78,1079.64,47.63,718,56.8245,0.3611
578,4,1165.03,1089.64,47.63,517,54.1586,0.3577
579,6,1142.54,1099.63,48.8,450,54.2222,0.3282
580,8,1078.87,789.74,48.02,3280,26.128,0.1783
581,6,1020.73,789.74,48.02,2895,43.1088,0.2799
582,7,1057.05,889.7,49.6,4442,51.5083,0.3153
583,7,1078.44,909.7,49.6,3488,45.6995,0.2967
584,8,993.6,779.74,49.6,4469,54.7997,0.2516
585,11,819.14,689.77,54.07,4075,41.7669,0.1436
586,8,765.42,689.77,68.99,848,57.6651,0.2825
587,6,834.13,729.76,53.12,4085,32.0685,0.3526
588,8,951.02,789.74,51.74,4124,45.5383,0.2804
589,10,910.34,769.74,51.74,1849,80.1514,0.3189
590,8,926.24,759.75,49.6,2397,54.4013,0.1862
591,7,1062.72,849.72,49.6,5526,49.62,0.2895
592,8,1017.87,429.86,51.3,16565,71.0534,0.2807
593,9,1073.49,429.86,50.44,12781,81.3943,0.2866
594,7,1138.79,1059.65,49.6,1071,71.4286,0.2927
595,7,1135.04,1039.65,46.89,1272,74.2925,0.2937
596,7,1075.8,809.73,46.89,5363,26.6269,0.28600000000000003
597,6,1137.12,1059.65,50.02,691,63.8205,0.3298
598,6,1127.96,1039.65,50.02,826,56.5375,0.2955
599,7,1144.2,1039.65,49.6,686,65.4519,0.3277
600,6,1143.22,1049.65,50.02,878,89.7494,0.3149
601,7,1114.63,879.71,48.4,1560,57.8205,0.138
602,6,1083.64,879.71,48.4,3676,46.2731,0.2953
603,6,1101.63,1009.66,50.86,1726,71.9003,0.3268
604,8,1118.43,1039.65,50.02,1523,85.7518,0.3219
605,9,1099.23,479.84,48.8,12538,60.1691,0.1456
606,9,1108.83,479.84,48.4,10711,56.623999999999995,0.1443
607,9,1148.78,1029.66,48.8,1821,90.994,0.2902
608,7,1141.7,1059.65,48.8,1273,83.5035,0.292
609,9,1139.62,1059.65,50.02,1092,72.8938,0.2925
610,8,1119.23,929.69,49.6,3353,72.5619,0.2859
611,8,920.98,699.77,49.6,1275,86.0392,0.2802
612,7,929.36,699.77,50.02,3971,34.8275,0.1435
613,9,1086.44,929.69,49.6,2001,60.7196,0.2946
614,9,967.61,759.75,49.6,8982,32.2757,0.2138
615,6,887.83,759.75,51.74,7217,29.1395,0.2464
616,7,925.69,759.75,51.74,7502,18.835,0.2881
617,8,998.95,839.72,51.3,2821,59.128,0.28600000000000003
618,9,1070.03,959.68,51.3,1902,83.2808,0.2516
619,9,1098.03,959.68,51.3,1595,59.7492,0.2914
620,8,1118.83,1019.66,50.44,1023,65.8847,0.3218
621,7,1052.98,799.73,50.86,3065,34.0946,0.1759
622,8,968.96,789.74,51.74,2678,75.7655,0.2212
623,8,950.37,789.74,53.12,4241,80.4763,0.2177
624,8,1017.52,829.72,50.02,2721,53.62,0.3159
625,7,1119.63,1019.66,50.02,1075,74.5116,0.3215
626,8,1104.03,979.67,50.44,1035,58.6473,0.3261
627,7,1110.43,979.67,50.02,1305,59.6935,0.3602
628,6,1148.37,1059.65,48.8,1185,68.5232,0.3266
629,7,1157.95,1059.65,48.8,1169,77.6732,0.3239
630,8,1130.46,1049.65,49.6,598,85.4515,0.3317
631,8,1127.54,1049.65,50.44,1023,85.435,0.2956
632,7,1139.22,1069.64,49.6,954,92.4528,0.316
633,7,1120.03,979.67,49.6,1962,61.263999999999996,0.3214
634,8,1096.83,979.67,49.6,1805,77.7285,0.2918
635,7,1124.43,1029.66,49.6,1251,88.809,0.2846
636,8,1153.37,1089.64,49.6,707,85.1485,0.3251
637,6,1151.7,1069.64,49.6,582,70.4467,0.3256
638,6,1143.79,1069.64,48.8,1244,88.1029,0.2914
639,8,1132.54,1049.65,50.44,1380,92.6087,0.2575
640,8,1122.03,929.69,48.8,1975,62.6329,0.2496
641,9,1074.04,799.73,50.44,5692,39.1778,0.2235
642,8,1088.04,799.73,48.02,6551,47.2905,0.2574
643,9,1111.63,749.75,48.02,3920,68.801,0.2519
644,9,1015.73,749.75,44.46,8457,62.126000000000005,0.2813
645,8,975.88,779.74,53.59,2053,63.4681,0.2827
646,9,972.18,759.75,53.59,2613,40.8726,0.2572
647,7,1028.92,759.75,51.3,5556,25.54,0.28800000000000003
648,8,1121.23,949.68,49.6,1874,75.8805,0.2854
649,7,1146.7,949.68,48.4,2843,74.956,0.2544
650,9,1164.2,1069.64,48.4,1535,66.2541,0.2863
651,7,1155.03,1069.64,49.2,953,90.2413,0.2886
652,8,1123.63,839.72,49.2,3529,64.0975,0.2492
653,9,990.38,779.74,49.2,3877,63.7864,0.2524
654,8,1041.5,779.74,49.2,5574,45.2278,0.2489
655,7,1144.62,1039.65,49.2,2138,88.681,0.2548
656,8,1132.54,1019.66,48.4,2311,98.0095,0.2575
657,7,1140.04,1009.66,48.4,2857,85.1243,0.2558
658,8,1168.78,1009.66,47.26,2866,89.1137,0.2496
659,9,953.35,369.88,47.26,13624,60.4742,0.1748
660,9,834.57,369.88,48.02,22401,58.9572,0.2905
661,7,997.17,789.74,51.74,5175,59.285,0.2507
662,8,1120.43,939.69,48.4,3141,84.3362,0.2856
663,9,1163.78,1049.65,47.26,1880,77.5532,0.2864
664,8,1159.61,1049.65,47.26,2697,82.1283,0.2875
665,9,1054.83,809.73,48.02,5547,46.115,0.2809
666,11,910.7,779.74,48.02,7541,36.8917,0.2196
667,10,928.69,779.74,49.2,9776,43.0442,0.1436
668,8,1028.18,779.74,49.2,7990,68.836,0.2522
669,8,1112.43,919.69,49.2,4494,69.5372,0.2877
670,9,1187.1,1019.66,47.26,1466,75.9891,0.1404
671,8,1193.52,1099.63,47.26,1051,81.6365,0.2914
672,8,1175.69,1069.64,48.02,1857,89.0684,0.2589
673,8,1156.57,1049.65,47.63,1961,74.9618,0.2256
674,7,1105.23,909.7,47.63,3104,68.7822,0.2895
675,7,1124.43,909.7,46.53,4432,52.2338,0.2846
676,8,1157.95,1049.65,46.53,2942,80.4895,0.2879
677,9,1140.87,979.67,47.63,3492,82.5029,0.2922
678,8,1145.22,1069.64,48.4,1625,82.0923,0.2794
679,8,1098.1,859.71,49.2,3236,52.4104,0.2452
680,8,1074.84,859.71,50.44,3635,68.1981,0.2605
681,7,1081.24,959.68,50.86,2922,98.6995,0.259
682,8,1087.64,959.68,50.86,3444,94.0767,0.2574
683,7,1081.18,979.67,50.86,3046,93.1714,0.249
684,8,1086.56,989.67,50.86,2913,98.7642,0.2478
685,7,1087.33,969.68,50.86,2956,86.7388,0.2476
686,7,1075.03,969.68,51.74,2090,82.1531,0.2504
687,7,1068.04,929.69,50.86,2435,87.9671,0.2622
688,7,1102.83,1009.66,50.86,2824,95.7861,0.2539
689,7,1089.25,1009.66,51.74,2392,93.5201,0.2472
690,7,1106.03,1009.66,49.6,3007,98.2374,0.2532
691,7,1112.83,999.67,49.6,2688,87.4256,0.2516
692,7,1105.23,999.67,49.2,3116,82.7022,0.2533
693,9,1092.44,979.67,49.2,3450,79.8551,0.2563
694,8,1091.64,979.67,50.44,3381,89.9438,0.2565
695,8,1097.33,979.67,49.2,3048,86.4173,0.2454
696,8,1093.24,989.67,49.2,2603,94.5832,0.2561
697,7,1085.24,969.68,51.74,2589,94.43799999999999,0.258
698,8,1096.03,969.68,51.3,3306,96.58200000000001,0.2555
699,7,1090.02,989.67,50.44,3037,89.9901,0.247
700,9,1088.04,999.67,50.44,3005,87.9867,0.2574
701,9,1085.64,999.67,50.02,3125,86.49600000000001,0.2579
702,8,1101.17,999.67,50.02,3686,78.7575,0.2445
703,9,1078.87,969.68,50.02,3285,84.414,0.2496
704,9,1056.19,939.69,51.74,2241,90.3614,0.2549
705,7,1083.64,939.69,50.44,2564,87.8705,0.2584
706,8,1087.33,949.68,50.44,2984,62.6005,0.2476
707,8,1073.64,949.68,50.02,2205,58.458,0.2608
708,8,1097.63,879.71,48.02,4823,77.2756,0.2187
709,7,1132.54,879.71,48.02,3387,86.212,0.2575
710,8,1115.23,989.67,48.8,3001,94.5685,0.2511
711,7,1083.48,949.68,50.44,3024,89.9802,0.2485
712,7,1062.34,949.68,51.74,2884,89.7365,0.2534
713,7,1076.56,959.68,50.44,2425,89.2784,0.2501
714,8,1113.63,979.67,49.6,4054,86.6058,0.2514
715,9,1086.84,949.68,50.44,4058,85.1405,0.2576
716,7,1083.87,949.68,50.86,2992,90.8757,0.2484
717,7,1089.25,949.68,48.8,3478,68.4589,0.2472
718,9,1075.8,949.68,48.8,3412,63.8335,0.2503
719,7,1066.18,969.68,52.65,844,77.6066,0.1804
720,6,1038.91,929.69,53.12,504,99.4048,0.1783
721,8,1017.87,929.69,55.06,940,62.766000000000005,0.1754
722,8,1055.03,939.69,52.65,962,65.3846,0.1823
723,7,1046.19,979.67,52.65,585,74.0171,0.1838
724,5,1026.69,939.69,55.57,740,61.6216,0.1804
725,6,1041.5,979.67,55.06,739,65.7645,0.1778
726,5,1037.8,949.68,54.07,1018,61.9843,0.1784
727,5,1050.39,949.68,53.59,930,72.5806,0.1763
728,7,1064.65,1009.66,53.59,485,96.9072,0.1806
729,7,1053.11,939.69,53.59,1035,65.2174,0.1826
730,7,1048.88,939.69,52.65,1360,64.4853,0.1834
731,8,1061.57,979.67,53.12,572,64.6853,0.1812
732,7,1039.65,959.68,53.12,689,78.3745,0.2138
733,7,1015.38,939.69,55.57,1089,77.686,0.21100000000000002
734,7,1045.58,939.69,53.12,1211,69.9422,0.1771
735,6,1048.88,959.68,53.12,919,49.0751,0.1834
736,7,1055.03,959.68,52.65,1716,45.1632,0.1823
737,7,1057.34,969.68,52.65,1185,41.8565,0.1819
738,7,1063.49,999.67,53.12,804,86.4428,0.1808
739,7,1043.11,939.69,53.12,647,62.7512,0.1844
740,6,1031.88,939.69,53.59,685,53.2847,0.1795
741,8,1041.5,949.68,53.59,771,59.7925,0.2134
742,8,1021.88,939.69,54.56,1527,49.8363,0.1812
743,6,961.06,859.71,55.06,1824,29.7697,0.2153
744,7,875.33,779.74,60.63,1201,62.2814,0.2142
745,8,790.85,699.77,67.44,536,51.1194,0.2107
746,6,788.07,699.77,65.96,603,34.66,0.1762
747,7,859.71,759.75,61.24,696,67.2414,0.2115
748,8,867.29,779.74,61.24,1247,50.6816,0.1747
749,7,850.89,689.77,63.85,1690,52.8994,0.1728
750,8,728.97,609.8,65.24,874,31.4645,0.1444
751,8,781.13,609.8,57.71,1864,48.8197,0.1778
752,7,963.68,809.73,57.71,1177,59.5582,0.2075
753,7,858.8,699.77,60.02,2498,20.8167,0.247
754,6,863.46,699.77,57.16,2759,18.6299,0.1448
755,7,978.64,879.71,56.62,334,64.9701,0.2114
756,8,877.52,729.76,56.62,1307,31.293000000000003,0.1781
757,6,850.63,729.76,65.24,965,37.3057,0.1781
758,7,881.27,789.74,60.02,828,33.8164,0.1773
759,7,903.45,789.74,60.02,1047,37.5358,0.2075
760,8,891.89,779.74,62.52,1108,26.8953,0.2102
761,8,879.71,779.74,62.52,637,41.9152,0.2131
762,7,854.87,769.74,64.54,500,52.4,0.2127
763,8,870.33,769.74,62.52,349,43.2665,0.1436
764,8,906.47,829.72,62.52,115,52.1739,0.1423
765,8,808.3,679.77,63.85,1288,42.8571,0.1767
766,8,660.71,549.82,71.45,1276,25.9404,0.17600000000000002
767,8,731.55,549.82,61.24,1431,40.3215,0.1753
768,8,890.64,759.75,61.24,1507,34.1739,0.2456
769,7,876.9,759.75,62.52,1103,25.0227,0.1782
770,8,824.43,609.8,62.52,2239,50.3796,0.1427
771,8,865.02,599.8,45.47,4716,26.0178,0.2168
772,8,1113.23,639.79,45.47,4720,51.1441,0.1437
773,8,1088.87,949.68,48.4,1904,45.063,0.2473
774,7,954.68,789.74,53.12,1050,26.2857,0.2444
775,7,946.93,789.74,55.06,803,42.7148,0.1821
776,9,983.6,889.7,55.06,507,71.7949,0.2542
777,7,919.37,859.71,60.02,529,58.7902,0.2456
778,7,887.52,829.72,63.85,279,55.913999999999994,0.2113
779,8,888.14,819.73,60.02,1124,30.2491,0.2111
780,7,954.51,819.73,55.06,1101,44.8683,0.1806
781,7,1022.62,949.68,55.06,730,50.137,0.1811
782,7,1011.09,959.68,56.09,310,74.1935,0.2119
783,6,945.35,789.74,58.27,983,45.473,0.2116
784,6,852.14,729.76,61.88,472,36.6525,0.1422
785,7,874.71,729.76,62.52,1380,45.942,0.1786
786,8,893.45,829.72,62.52,238,92.8571,0.2448
787,7,881.27,829.72,61.88,587,48.3816,0.2128
788,8,885.95,759.75,61.88,414,46.8599,0.2116
789,9,791.68,639.79,62.52,2428,9.8023,0.1404
790,8,847.6,639.79,56.09,1747,29.7653,0.2145
791,6,889.39,839.72,62.52,479,57.4113,0.24600000000000002
792,7,831.49,729.76,65.96,616,31.9805,0.2476
793,5,875.51,729.76,56.09,1166,40.9949,0.1842
794,5,1015.73,849.72,54.07,1206,51.6584,0.1758
795,7,1022.87,969.68,54.07,816,63.3578,0.2095
796,8,1001.45,919.69,56.62,549,72.4954,0.214
797,8,968.99,879.71,58.27,719,73.0181,0.2491
798,8,935.69,829.72,59.43,1241,53.1829,0.2494
799,7,878.14,769.74,59.43,568,53.8732,0.2135
800,6,891.27,769.74,61.24,809,52.1632,0.2104
801,7,956.58,899.7,58.84,465,86.0215,0.2163
802,6,955.54,899.7,58.84,565,70.7965,0.2165
803,6,926.36,849.72,60.63,615,50.5691,0.2159
804,7,913.89,849.72,61.24,558,61.828,0.2118
805,7,931.62,879.71,61.24,403,79.4045,0.2078
806,7,900.67,789.74,61.24,575,36.3478,0.2149
807,8,1015.96,949.68,54.07,1057,70.2933,0.2187
808,9,989.33,899.7,55.57,884,77.1493,0.244
809,8,951.02,879.71,58.27,876,64.4977,0.2103
810,6,970.71,879.71,57.16,1109,72.3174,0.1776
811,8,991.1,919.69,57.16,569,81.8981,0.1802
812,8,967.53,899.7,57.16,645,93.4884,0.2215
813,8,986.1,919.69,57.16,871,74.5121,0.2173
814,7,992.17,919.69,56.09,945,86.3492,0.252
815,9,470.99,439.85,95.27,207,37.1981,0.2088
816,10,490.68,459.85,95.27,166,55.4217,0.1382
817,11,490.18,469.84,117.69,48,4.1667,0.1383
818,10,490.85,479.84,117.69,47,12.765999999999998,0.3108
819,11,489.33,479.84,117.69,26,19.2308,0.3464
820,12,483.84,459.85,120.04,14,57.1429,0.2067
821,11,490.35,459.85,109.13,318,21.3836,0.1406
822,10,506.85,469.84,109.13,353,13.0312,0.1385
823,11,596.05,559.81,95.27,74,86.4865,0.2796
824,11,592.93,559.81,96.81,122,77.8689,0.2811
825,12,606.26,569.81,93.78,155,71.6129,0.2749
826,10,601.29,569.81,93.78,156,64.7436,0.3185
827,7,584.09,549.82,98.39,138,78.9855,0.3145
828,8,565.5,519.83,98.39,240,47.9167,0.1734
829,8,576.81,519.83,93.78,453,22.9581,0.1387
830,8,600.22,539.82,93.78,305,47.2131,0.2777
831,8,602.51,539.82,92.34,487,38.3984,0.1383
832,9,615.33,559.81,92.34,201,68.1592,0.2075
833,7,623.27,599.8,92.34,170,82.9412,0.27899999999999997
834,7,612.99,579.81,93.78,126,92.8571,0.2777
835,9,606.18,579.81,93.78,101,88.1188,0.2808
836,9,611.5,589.8,92.34,135,91.8519,0.2784
837,7,608.52,549.82,92.34,315,73.0159,0.2797
838,7,612.56,549.82,89.58,430,28.6047,0.2779
839,8,611.07,559.81,89.58,219,77.1689,0.2786
840,9,577.41,509.83,93.78,378,26.455,0.3117
841,6,566.87,509.83,98.39,122,57.376999999999995,0.2767
842,8,570.4,489.84,98.39,206,49.5146,0.3094
843,8,509.48,449.85,98.39,150,54.6667,0.1722
844,9,515.54,449.85,88.26,667,17.3913,0.1386
845,8,594.8,509.83,83.36,2075,9.0602,0.3152
846,8,555.97,479.84,83.36,1052,25.9506,0.2421
847,9,570.46,479.84,83.36,585,46.6667,0.1143
848,9,664.52,609.8,83.36,523,78.2027,0.3168
849,8,637.57,559.81,85.74,416,79.8077,0.1394
850,7,612.4,549.82,88.26,448,42.4107,0.142
851,8,619.14,549.82,89.58,458,36.8996,0.2107
852,9,633.27,589.8,89.58,259,52.5097,0.3433
853,8,634.68,549.82,81.11,692,30.7803,0.3501
854,7,636.61,549.82,81.11,819,32.4786,0.1428
855,8,654.33,599.8,84.54,564,48.5816,0.3126
856,8,652.47,599.8,83.36,357,63.5854,0.3364
857,8,661.28,609.8,83.36,532,96.4286,0.3025
858,8,637.79,539.82,83.36,785,40.7643,0.3136
859,9,620.04,389.87,88.26,1178,30.8149,0.3226
860,9,646.71,609.8,86.99,353,92.6346,0.2776
861,10,655.92,619.79,85.74,317,80.1262,0.3119
862,9,629.79,549.82,88.26,456,41.2281,0.3452
863,8,640.92,549.82,85.74,618,63.754,0.2837
864,8,652.51,619.79,85.74,291,94.5017,0.2786
865,7,663.73,599.8,45.47,9566,66.3078,0.2803
866,7,665.82,599.8,45.47,9621,65.9079,0.2794
867,8,656.29,609.8,84.54,474,85.0211,0.2835
868,9,673.5,399.87,54.07,11641,71.9182,0.1727
869,9,648.12,579.81,82.22,607,64.7446,0.1286
870,8,637.93,589.8,89.58,250,78.4,0.2917
871,8,623.71,569.81,89.58,280,55.3571,0.1743
872,8,624.14,569.81,90.94,257,61.4786,0.2786
873,9,628.7,589.8,90.94,198,89.3939,0.2766
874,10,625.88,559.81,85.74,371,67.655,0.1737
875,9,611.05,539.82,85.74,809,33.1273,0.1227
876,10,602.3,379.87,84.54,2081,51.1773,0.2076
877,10,616.9,419.86,84.54,1383,33.8395,0.1706
878,7,635.22,539.82,85.74,700,24.5714,0.1369
879,8,651.15,609.8,85.74,406,51.7241,0.2443
880,8,647.28,589.8,86.99,346,85.8382,0.2809
881,9,647.06,569.81,82.22,621,33.0113,0.2459
882,7,643.12,569.81,82.22,483,33.3333,0.2764
883,9,646.38,609.8,84.54,268,75.3731,0.2461
884,7,654.67,609.8,84.54,350,79.4286,0.2487
885,7,644.1,609.8,84.54,228,87.7193,0.2823
886,8,617.4,379.87,82.22,940,45.3191,0.2817
887,10,628.44,359.88,40.55,23094,42.1668,0.129
888,10,633.12,359.88,80.03,1621,41.7027,0.1316
889,11,642.37,559.81,82.22,624,46.9551,0.3014
890,11,723.63,559.81,44.79,25166,46.7615,0.2229
891,11,702.69,349.88,44.79,41801,83.1511,0.3471
892,15,574.3,309.9,45.13,48014,85.42299999999999,0.3198
893,19,521.28,309.9,44.46,20718,69.2827,0.3139
894,7,629.79,559.81,84.54,699,42.7754,0.2416
895,8,616.82,559.81,89.58,360,59.4444,0.276
896,7,628.68,579.81,88.26,320,84.375,0.2474
897,8,627.79,589.8,90.94,211,85.78200000000001,0.2832
898,7,631.35,589.8,89.58,306,85.9477,0.2464
899,9,629.57,589.8,88.26,394,95.1777,0.2417
900,8,626.31,589.8,89.58,318,85.5346,0.243
901,8,637.12,589.8,88.26,356,92.4157,0.2442
902,10,641.6,599.8,88.26,365,96.7123,0.248
903,8,635.57,589.8,88.26,377,92.8382,0.2448
904,7,638.65,589.8,86.99,397,86.6499,0.2491
905,10,640.01,599.8,86.99,343,95.3353,0.2431
906,8,628.23,589.8,89.58,247,95.9514,0.2476
907,8,629.14,579.81,86.99,400,83.75,0.2419
908,7,620.43,569.81,86.99,419,81.6229,0.2058
909,8,603.42,569.81,93.78,243,90.9465,0.2468
910,9,607.88,569.81,92.34,272,85.2941,0.28
911,10,615.75,569.81,92.34,296,93.9189,0.2419
912,10,621.97,589.8,89.58,312,87.1795,0.2447
913,7,618.71,579.81,89.58,248,93.5484,0.24600000000000002
914,8,617.84,579.81,92.34,261,96.1686,0.2463
915,9,622.98,589.8,92.34,266,95.1128,0.2391
916,9,616.97,579.81,92.34,321,91.2773,0.2467
917,8,787.24,709.76,68.2,911,42.7003,0.3176
918,9,778.35,719.76,70.61,643,90.6687,0.1428
919,10,703.77,629.79,72.31,730,66.9863,0.3197
920,10,682.94,629.79,76.95,1035,25.6039,0.1429
921,10,682.39,609.8,76.95,1224,37.7451,0.1396
922,9,642.01,589.8,81.11,299,47.1572,0.1385
923,8,694.16,589.8,68.99,1236,36.0841,0.1757
924,10,768.66,669.78,68.99,917,55.8342,0.2813
925,9,706.11,619.79,73.2,1223,24.6116,0.2763
926,11,641.34,559.81,82.22,816,7.9657,0.1386
927,10,648.19,559.81,66.69,2512,56.5685,0.1753
928,7,758.43,599.8,61.24,3107,18.2491,0.2082
929,8,824.43,739.75,61.24,1780,29.4382,0.2497
930,7,789.18,689.77,70.61,799,93.9925,0.17600000000000002
931,8,785.68,689.77,69.79,924,85.4978,0.3096
932,9,794.31,719.76,69.79,1170,61.453,0.2518
933,8,771.41,669.78,70.61,1497,36.6733,0.2521
934,8,772.72,669.78,68.99,1468,52.6567,0.2448
935,8,780.82,719.76,68.99,1009,63.0327,0.2769
936,8,738.22,669.78,71.45,325,72.3077,0.2779
937,9,718.73,639.79,73.2,1096,27.0073,0.1784
938,8,679.06,599.8,73.2,1560,27.2436,0.2104
939,8,678.31,599.8,75.03,499,37.2745,0.1438
940,9,725.66,629.79,70.61,690,61.4493,0.212
941,10,785.29,739.75,70.61,582,82.9897,0.3184
942,9,741.33,599.8,71.45,1175,57.3617,0.284
943,9,632.01,529.82,73.2,1977,28.9833,0.1406
944,10,568.05,529.82,92.34,155,15.4839,0.2416
945,10,615.66,529.82,69.79,2794,28.4538,0.1766
946,9,734.11,599.8,66.69,2219,55.5205,0.1397
947,9,792.59,669.78,64.54,2088,39.0326,0.1442
948,10,765.15,649.78,64.54,2028,41.4201,0.2473
949,10,752.91,649.78,68.2,1488,64.2473,0.1748
950,8,694.4,609.8,70.61,1181,50.126999999999995,0.281
951,13,630.01,599.8,85.74,222,78.8288,0.1725
952,14,609.37,549.82,84.54,502,19.5219,0.1746
953,10,708.01,549.82,63.18,2434,44.4947,0.1766
954,8,832.37,669.78,63.18,2578,31.4197,0.212
955,9,722.07,629.79,65.96,1731,32.5246,0.1776
956,8,732.91,629.79,66.69,1237,31.2045,0.2154
957,8,829.43,679.77,63.85,2615,54.1491,0.1418
958,8,835.6,769.74,66.69,534,61.4232,0.1408
959,9,816.3,719.76,68.2,671,79.7317,0.175
960,9,702.2,589.8,68.2,1501,34.5769,0.2084
961,10,679.53,589.8,64.54,2171,20.912,0.1436
962,10,810.59,639.79,64.54,2082,19.9808,0.1762
963,9,842.07,759.75,63.85,1777,40.4052,0.1397
964,8,836.49,669.78,63.85,2665,60.3752,0.1758
965,10,802.88,639.79,63.85,2977,66.5099,0.1423
966,10,800.29,639.79,60.63,3600,46.8056,0.1736
967,9,763.53,649.78,60.63,3970,22.2922,0.177
968,9,728.73,649.78,69.79,1470,18.0272,0.1407
969,8,741.8,669.78,69.79,1334,61.6192,0.1728
970,8,715.15,599.8,72.31,2679,18.8876,0.1434
971,8,715.51,599.8,70.61,2768,26.7702,0.1398
972,10,734.37,629.79,70.61,1406,67.4253,0.3142
973,10,677.21,579.81,55.06,4249,88.1149,0.1136
974,10,627.17,559.81,55.06,4474,77.7157,0.1139
975,10,626.31,559.81,84.54,1159,17.7739,0.243
976,10,649.33,549.82,70.61,1706,28.4877,0.175
977,8,687.63,549.82,70.61,1410,52.4823,0.2078
978,8,669.06,569.81,75.97,629,21.3037,0.3559
979,8,713.01,569.81,67.44,1758,40.4437,0.1753
980,8,761.06,649.78,67.44,1333,59.1148,0.1729
981,10,738.17,669.78,71.45,782,70.3325,0.1426
982,10,766.5,689.77,71.45,1037,56.5092,0.1763
983,9,761.1,619.79,71.45,1771,29.7572,0.2131
984,9,695.87,609.8,71.45,1183,26.6272,0.3155
985,9,706.51,619.79,65.24,2584,19.0402,0.1415
986,8,743.17,639.79,65.24,2479,37.5958,0.1416
987,9,703.42,639.79,75.03,884,60.181000000000004,0.20800000000000002
988,8,735.91,639.79,66.69,2123,32.878,0.1742
989,9,731.55,629.79,66.69,1785,28.1232,0.1402
990,9,673.82,619.79,78.97,447,47.651,0.1413
991,7,669.78,599.8,75.97,690,36.6667,0.2083
992,9,720.02,599.8,70.61,1532,24.8042,0.1425
993,10,768.93,679.77,70.61,827,49.6977,0.1406
994,9,753.43,629.79,67.44,1555,23.9871,0.3144
995,8,759.21,629.79,65.96,1800,46.1111,0.1424
996,9,778.39,679.77,65.96,1684,43.943000000000005,0.2083
997,9,756.06,599.8,65.96,2598,13.164000000000001,0.3133
998,9,777.24,599.8,63.85,4269,24.1274,0.1787
999,10,809.16,729.76,63.85,1436,84.8189,0.1766
