,A,B,C,G,R,X6,X8
1417,8,1178.77,1009.66,45.13,4467,66.51,0.2121
1418,8,1134.42,959.68,46.53,5277,59.8825,0.2468
1419,6,1150.45,959.68,47.26,5184,68.4221,0.2535
1420,7,1095.63,939.69,48.8,2756,94.2671,0.2556
1421,7,1009.29,849.72,52.19,3173,47.9042,0.1835
1422,6,1028.92,849.72,50.86,3703,32.1901,0.21600000000000003
1423,6,1108.43,979.67,43.81,3428,43.8156,0.2165
1424,6,1127.62,939.69,43.81,6269,28.4734,0.2128
1425,6,1070.41,939.69,43.81,7016,32.1693,0.2156
1426,6,993.6,939.69,54.56,1003,74.2772,0.2157
1427,6,998.98,909.7,52.65,1544,60.4922,0.2071
1428,7,1078.04,909.7,44.79,5168,51.993,0.2226
1429,8,1142.82,949.68,42.87,7647,62.9005,0.245
1430,6,1106.03,949.68,42.87,8640,38.1713,0.1808
1431,7,1103.38,969.68,46.17,3435,66.8122,0.2266
1432,8,1171.28,1009.66,43.81,4027,68.3139,0.2134
1433,7,1153.37,1029.66,45.82,3977,75.8361,0.2168
1434,8,1152.12,1019.66,45.47,2639,74.4221,0.1447
1435,6,1174.61,1019.66,44.13,4489,73.2012,0.2483
1436,6,1138.79,959.68,44.13,3601,54.4849,0.2561
1437,6,1131.22,959.68,41.39,10316,51.1245,0.2475
1438,5,1134.42,979.67,41.39,8113,58.5727,0.2468
1439,6,1117.13,989.67,48.8,1934,49.4312,0.2238
1440,7,1048.11,609.8,42.57,18536,15.1219,0.1835
1441,8,1018.59,609.8,42.57,19012,26.6884,0.3156
1442,8,1093.64,959.68,43.81,5874,59.0058,0.256
1443,8,1191.78,979.67,42.57,9259,72.2108,0.2554
1444,7,1206.55,979.67,42.57,6747,72.4618,0.2523
1445,6,1235.95,1079.64,43.18,2311,88.8793,0.2207
1446,6,1164.2,999.67,45.47,2882,63.9486,0.2505
1447,7,1106.83,989.67,47.26,3622,93.3186,0.253
1448,7,1103.23,949.68,47.26,4657,91.1316,0.2538
1449,6,1091.94,949.68,48.4,4030,64.7891,0.1409
1450,6,1135.04,989.67,41.97,6816,36.8691,0.1468
1451,7,1198.3,989.67,41.97,6215,48.3508,0.1451
1452,5,1196.99,1079.64,44.46,2788,79.0531,0.2179
1453,6,1214.14,1049.65,43.81,2947,77.4347,0.1872
1454,7,1179.19,939.69,43.81,6425,55.0195,0.1413
1455,8,1132.02,919.69,41.39,12772,33.2054,0.1413
1456,8,1140.04,959.68,41.39,5570,70.8977,0.2193
1457,8,1127.54,909.7,41.97,8624,43.9007,0.1848
1458,7,1173.78,909.7,41.97,9342,74.9304,0.213
1459,6,1177.52,989.67,44.79,6007,69.6687,0.2123
1460,6,1138.79,989.67,45.82,3768,77.3355,0.2195
1461,7,1108.83,969.68,45.47,4415,45.1416,0.2525
1462,6,1115.63,929.69,45.47,5469,37.9046,0.1793
1463,6,1095.02,959.68,45.82,4518,31.8946,0.3161
1464,6,1045.21,959.68,45.82,4989,57.3862,0.2835
1465,6,1068.87,939.69,44.46,9736,17.5021,0.2879
1466,7,1063.88,929.69,43.18,12033,32.8596,0.2531
1467,8,1007.52,849.72,43.18,4038,20.629,0.2481
1468,9,980.02,839.72,52.19,2448,15.6454,0.3519
1469,8,1010.02,909.7,53.59,1725,69.6812,0.2829
1470,7,1013.23,929.69,53.59,1624,67.2414,0.2467
1471,7,1027.06,899.7,40.28,8339,31.2507,0.1442
1472,8,1071.18,899.7,40.28,9094,55.0473,0.2513
1473,9,1120.46,919.69,46.89,8003,69.5614,0.2603
1474,5,1153.53,979.67,46.89,3965,75.7377,0.2262
1475,5,1150.02,979.67,44.79,5116,76.0946,0.2087
1476,7,1108.09,969.68,44.79,4587,66.2961,0.243
1477,9,1053.49,949.68,48.02,2103,58.6781,0.2191
1478,7,1070.03,949.68,50.86,2597,69.8883,0.2516
1479,7,1046.32,829.72,50.86,5680,38.5739,0.2478
1480,9,878.09,739.75,51.3,2034,47.0501,0.2572
1481,9,804.45,389.87,58.84,4472,44.6333,0.2762
1482,12,761.85,389.87,51.74,13735,60.4514,0.3109
1483,8,805.45,399.87,44.13,12861,36.3502,0.1774
1484,7,1104.03,629.79,44.13,15037,38.391999999999996,0.1812
1485,7,1224.81,1079.64,44.79,1971,77.93,0.2485
1486,7,1121.63,889.7,44.79,8752,26.4397,0.2853
1487,6,1003.74,859.71,47.26,4207,41.9777,0.2952
1488,5,1071.18,859.71,44.13,3607,41.7244,0.2513
1489,5,1224.59,1059.65,42.87,5299,56.0672,0.1856
1490,6,1127.12,879.71,42.87,8101,38.0323,0.2957
1491,5,1107.63,879.71,43.18,7944,41.6793,0.2167
1492,7,1173.78,1029.66,45.82,4088,85.3229,0.2485
1493,5,1104.03,829.72,43.49,14258,35.9097,0.2536
1494,6,1075.64,829.72,43.49,13186,26.4902,0.2603
1495,6,1162.11,929.69,43.81,6384,50.3759,0.251
1496,6,1188.73,1069.64,45.13,3215,71.8507,0.256
1497,8,1159.2,1029.66,45.13,3801,65.24600000000001,0.2516
1498,7,1098.83,839.72,41.97,6807,52.3872,0.1456
1499,5,1130.87,839.72,41.97,12663,56.898,0.2579
1500,6,1158.78,999.67,44.46,5223,90.963,0.2157
1501,8,1152.95,999.67,46.89,3609,86.8385,0.253
1502,7,1092.44,869.71,43.81,9698,29.5422,0.2563
1503,4,1098.43,869.71,43.81,10943,46.2305,0.2549
1504,6,1149.62,999.67,47.63,3194,83.4064,0.2537
1505,5,1171.28,999.67,45.82,5554,97.1012,0.2846
1506,8,1151.28,989.67,45.82,8209,67.5478,0.2533
1507,7,1161.28,989.67,45.82,5208,85.9063,0.2153
1508,6,1176.27,989.67,40.28,11781,41.185,0.2834
1509,8,1085.41,869.71,40.28,12202,51.1392,0.2835
1510,8,1035.95,869.71,41.39,1392,51.0776,0.3218
1511,7,968.61,889.7,56.09,1053,57.265,0.2212
1512,8,951.06,889.7,60.63,510,88.8235,0.2175
1513,7,913.24,769.74,60.02,1087,40.2944,0.2119
1514,6,922.27,769.74,58.27,719,39.2211,0.2099
1515,7,1002.17,909.7,54.56,1112,74.9101,0.2138
1516,7,1011.51,949.68,54.56,885,89.8305,0.2197
1517,6,991.81,929.69,57.16,904,86.7257,0.2161
1518,5,993.6,929.69,56.62,915,69.1803,0.2157
1519,5,990.01,889.7,56.62,772,78.6269,0.2438
1520,7,986.57,889.7,57.16,605,83.6364,0.2097
1521,7,1004.67,929.69,56.62,500,89.6,0.2133
1522,6,988.6,899.7,56.62,702,83.1909,0.2168
1523,6,970.75,899.7,56.09,1072,57.0896,0.2208
1524,6,1003.95,919.69,56.09,660,53.0303,0.249
1525,8,1028.92,969.68,54.07,869,55.4661,0.252
1526,6,1032.99,969.68,54.07,1138,55.9754,0.2151
1527,6,1014.3,929.69,54.07,929,80.5167,0.2113
1528,5,963.47,789.74,56.09,1733,56.607,0.2147
1529,4,981.46,789.74,52.65,2366,47.295,0.2183
1530,7,1046.32,929.69,52.65,1144,75.6119,0.2124
1531,8,1023.94,929.69,52.65,1746,56.5865,0.2442
1532,6,1008.24,929.69,53.59,1479,65.8553,0.2125
1533,7,995.03,929.69,53.59,946,82.98100000000001,0.2154
1534,5,987.53,929.69,56.62,733,91.1323,0.217
1535,5,977.53,909.7,56.62,706,85.1275,0.2192
1536,6,951.35,879.71,58.84,923,88.0823,0.2102
1537,7,889.06,799.73,59.43,1004,54.6813,0.1814
1538,6,929.02,799.73,55.57,1505,81.0631,0.2153
1539,7,1019.3,939.69,55.57,961,88.3455,0.2102
1540,7,1013.0,939.69,55.57,676,85.0592,0.2194
1541,8,996.81,919.69,57.16,873,91.63799999999999,0.215
1542,8,971.06,919.69,58.27,539,92.7644,0.2131
1543,7,948.99,819.73,60.02,1136,60.2113,0.218
1544,6,939.69,819.73,60.02,1215,72.5926,0.2128
1545,6,958.68,889.7,58.27,736,77.4457,0.2434
1546,7,958.99,889.7,58.27,814,76.5356,0.2517
1547,9,952.44,889.7,60.02,559,86.0465,0.2172
1548,8,967.61,909.7,58.84,536,73.1343,0.2138
1549,7,893.76,719.76,58.84,2212,47.1067,0.2448
1550,6,901.96,719.76,55.57,1159,35.5479,0.1431
1551,6,1037.8,899.7,53.59,614,71.4984,0.2141
1552,7,1038.12,939.69,53.59,681,45.815,0.2223
1553,8,1021.14,939.69,56.62,475,74.5263,0.2176
1554,8,999.67,799.73,56.62,1877,25.625999999999998,0.1429
1555,7,900.02,749.75,56.62,3297,12.4962,0.1792
1556,6,897.37,749.75,56.09,263,90.1141,0.1486
1557,7,1023.36,879.71,54.56,1222,26.3502,0.2172
1558,7,1046.57,989.67,55.06,527,80.0759,0.2205
1559,8,1035.95,949.68,55.06,933,71.1683,0.2145
1560,8,1021.45,949.68,55.57,1148,79.6167,0.2098
1561,7,1013.74,929.69,55.57,1105,83.5294,0.2192
1562,6,1010.03,929.69,55.57,948,83.8608,0.22
1563,8,1007.81,929.69,56.09,929,79.1173,0.2205
1564,8,992.88,929.69,57.16,964,86.72200000000001,0.2158
1565,8,994.31,929.69,57.71,970,92.9897,0.2155
1566,7,984.15,929.69,57.71,849,96.4664,0.2102
1567,7,964.35,899.7,58.84,791,83.818,0.242
1568,8,951.41,899.7,60.02,872,83.3716,0.2537
1569,9,941.75,879.71,60.02,690,91.7391,0.2563
1570,7,951.35,879.71,59.43,524,83.5878,0.2453
1571,6,972.09,899.7,57.71,757,78.8639,0.2483
1572,6,971.4,919.69,58.84,647,89.9536,0.2485
1573,7,991.46,929.69,55.57,518,52.3166,0.2161
1574,8,1004.11,849.72,55.06,2165,17.2748,0.1844
1575,6,1026.32,849.72,55.06,1478,40.5954,0.2165
1576,7,1018.95,919.69,55.06,921,79.1531,0.2103
1577,6,984.84,809.73,55.06,2047,47.8749,0.1401
1578,5,865.96,749.75,56.09,1667,38.8722,0.1444
1579,7,839.72,749.75,63.85,1576,11.9924,0.1444
1580,7,814.87,699.77,63.85,854,25.9953,0.2104
1581,6,851.59,699.77,54.56,3460,30.1445,0.2202
1582,7,1027.06,829.72,54.07,2109,62.4467,0.2164
1583,8,1058.91,1019.66,53.59,603,70.6468,0.2099
1584,8,1040.42,889.7,53.59,1309,35.5233,0.2588
1585,6,1022.62,889.7,54.56,1567,41.3529,0.2173
1586,8,1048.17,979.67,54.07,757,82.8269,0.212
1587,8,1006.45,909.7,54.07,982,57.4338,0.2129
1588,8,970.02,909.7,58.27,909,82.6183,0.2133
1589,8,973.96,909.7,57.16,962,83.5759,0.22
1590,6,960.37,839.72,55.57,1356,38.2743,0.2513
1591,6,908.41,749.75,55.57,4155,28.4236,0.1776
1592,6,918.73,749.75,57.16,3127,14.2309,0.1404
1593,5,971.4,869.71,56.62,2180,22.7982,0.142
1594,7,999.31,859.71,53.59,2920,19.9315,0.1787
1595,6,1050.76,899.7,53.59,1084,55.3506,0.141
1596,7,1020.03,939.69,55.06,440,41.8182,0.1816
1597,9,1005.74,939.69,56.09,619,67.0436,0.1776
1598,8,976.23,899.7,56.09,676,77.9586,0.2119
1599,8,946.93,889.7,59.43,699,90.1288,0.2185
1600,8,843.66,689.77,59.43,1381,54.3809,0.2155
1601,4,831.84,689.77,57.71,985,24.7716,0.1457
1602,6,921.95,829.72,57.71,542,50.5535,0.2099
1603,8,913.89,829.72,59.43,575,87.6522,0.2118
1604,8,933.69,859.71,59.43,805,65.4658,0.2142
1605,7,864.86,589.8,60.63,6342,39.9558,0.2102
1606,9,706.11,579.81,61.24,5145,20.8941,0.2763
1607,10,636.23,579.81,77.95,1436,68.2451,0.2445
1608,10,625.01,579.81,77.95,950,81.6842,0.2435
1609,10,607.09,579.81,90.94,273,84.9817,0.2402
1610,9,596.68,559.81,83.36,662,56.3444,0.2444
1611,10,620.88,559.81,83.36,1341,50.7084,0.2451
1612,10,625.23,579.81,83.36,741,74.8988,0.2434
1613,9,605.84,559.81,90.94,318,92.4528,0.2751
1614,8,604.69,559.81,90.94,418,67.4641,0.2463
1615,10,613.2,559.81,88.26,537,64.2458,0.2429
1616,8,610.65,569.81,88.26,313,89.4569,0.2439
1617,9,618.27,569.81,76.95,613,69.9837,0.2813
1618,9,615.88,569.81,76.95,678,78.4661,0.2471
1619,10,604.8,569.81,92.34,260,94.2308,0.2756
1620,10,607.46,569.81,92.34,293,93.1741,0.2452
1621,8,612.77,569.81,88.26,468,95.9402,0.2431
1622,10,609.58,569.81,88.26,488,79.7131,0.2496
1623,9,610.22,549.82,89.58,496,79.0323,0.2441
1624,9,636.23,549.82,82.22,774,46.3824,0.2096
1625,9,631.75,569.81,82.22,466,58.1545,0.2409
1626,9,598.76,569.81,95.27,191,97.9058,0.2784
1627,9,604.27,559.81,90.94,308,77.9221,0.2465
1628,9,611.5,559.81,84.54,637,61.6954,0.2784
1629,9,614.9,579.81,84.54,527,83.4915,0.2768
1630,9,604.48,559.81,88.26,300,79.6667,0.2816
1631,9,603.55,559.81,92.34,427,76.5808,0.2761
1632,8,614.26,569.81,90.94,401,97.5062,0.2771
1633,9,615.54,579.81,90.94,354,77.1186,0.242
1634,9,602.72,569.81,90.94,269,90.7063,0.242
1635,8,613.27,569.81,81.11,504,61.9048,0.2836
1636,8,626.53,569.81,81.11,677,55.9823,0.2776
1637,10,607.24,559.81,90.94,305,95.08200000000001,0.2803
1638,9,607.46,559.81,85.74,472,91.1017,0.2802
1639,11,616.53,569.81,85.74,462,78.5714,0.2821
1640,10,608.95,569.81,85.74,395,75.6962,0.2795
1641,8,602.72,569.81,90.94,307,89.2508,0.2765
1642,10,608.55,569.81,90.94,367,94.0054,0.2739
1643,8,615.75,579.81,90.94,359,94.429,0.2764
1644,8,607.88,569.81,92.34,323,82.9721,0.245
1645,8,591.03,549.82,95.27,208,91.8269,0.2762
1646,9,593.55,549.82,92.34,326,77.9141,0.2808
1647,8,610.01,569.81,83.36,563,67.4956,0.2442
1648,10,628.05,569.81,77.95,813,64.2066,0.2423
1649,8,625.44,559.81,77.95,803,52.4284,0.2433
1650,9,610.65,559.81,80.03,857,74.7958,0.2439
1651,10,611.5,559.81,80.03,764,76.8325,0.2436
1652,8,607.92,569.81,90.94,288,85.7639,0.2399
1653,9,608.73,569.81,90.94,375,84.0,0.2796
1654,8,607.03,569.81,90.94,295,84.0678,0.2454
1655,9,610.43,569.81,89.58,324,89.8148,0.2788
1656,8,603.97,569.81,89.58,326,97.8528,0.276
1657,9,595.72,559.81,89.58,396,78.0303,0.2741
1658,9,597.46,559.81,89.58,327,85.9327,0.2849
1659,9,598.97,559.81,89.58,308,87.3377,0.2435
1660,10,606.82,559.81,90.94,356,97.7528,0.2454
1661,8,614.69,539.82,89.58,502,82.0717,0.2769
1662,10,605.76,539.82,89.58,405,83.9506,0.2459
1663,10,599.18,559.81,92.34,335,84.4776,0.2434
1664,10,589.6,559.81,93.78,227,89.8678,0.2827
1665,10,595.01,559.81,92.34,374,82.6203,0.2801
1666,10,603.34,559.81,92.34,349,84.2407,0.2762
1667,8,597.51,559.81,93.78,302,78.1457,0.2789
1668,9,572.81,489.84,90.94,729,34.5679,0.2793
1669,10,547.48,439.85,65.96,3139,81.5865,0.1555
1670,15,540.28,319.89,60.02,10869,91.2043,0.1291
1671,20,510.37,309.9,60.02,13272,76.3939,0.1749
1672,17,532.57,309.9,60.02,17870,73.2065,0.2577
1673,19,572.64,309.9,60.02,26915,94.9285,0.1519
1674,18,553.34,309.9,48.4,52779,71.4167,0.2835
1675,17,570.61,309.9,48.4,44497,71.1958,0.2804
1676,21,489.84,309.9,67.44,5972,72.1701,0.3281
1677,21,501.62,309.9,47.26,17372,78.2927,0.2492
1678,19,550.59,309.9,47.26,42265,70.1242,0.1397
1679,21,587.15,309.9,49.2,25517,61.0534,0.139
1680,20,570.01,309.9,60.02,12766,64.3898,0.3158
1681,17,551.55,319.89,63.18,12154,80.1876,0.1395
1682,18,512.69,309.9,63.18,10692,69.7905,0.1393
1683,18,493.39,309.9,61.88,8503,59.1438,0.1718
1684,19,508.78,309.9,45.47,27795,68.0734,0.2759
1685,15,545.25,329.89,45.47,35918,90.0301,0.1595
1686,13,507.56,339.89,64.54,11001,14.5623,0.1343
1687,12,480.84,439.85,117.69,27,25.9259,0.1386
1688,12,486.34,459.85,117.69,56,25.0,0.1714
1689,13,505.45,459.85,40.01,26763,66.932,0.1388
1690,12,509.83,459.85,40.01,26309,67.2051,0.1376
1691,13,494.24,469.84,117.69,20,35.0,0.1372
1692,12,486.28,469.84,117.69,18,22.2222,0.1394
1693,10,484.01,459.85,62.52,2793,74.0781,0.1722
