,A,B,C,G,R,X6,X8
487,10,647.51,519.83,75.97,701,38.3738,0.2808
488,9,753.8,639.79,74.1,931,41.3534,0.2868
489,9,743.96,429.86,68.2,1624,72.2291,0.1415
490,7,760.8,429.86,68.2,1822,65.2031,0.1384
491,6,778.35,649.78,70.61,609,64.6962,0.1784
492,6,790.57,649.78,68.99,1134,53.2628,0.1757
493,5,843.96,779.74,65.24,884,58.0317,0.2154
494,5,841.84,779.74,65.24,583,70.8405,0.21600000000000003
495,6,808.02,659.78,65.96,1869,37.8277,0.2475
496,5,839.72,659.78,63.85,3149,45.0937,0.2102
497,5,882.83,809.73,62.52,920,68.913,0.2124
498,7,883.14,809.73,62.52,1169,49.1018,0.2123
499,6,861.53,789.74,62.52,837,74.1935,0.21100000000000002
500,7,777.58,619.79,66.69,2289,36.0856,0.139
501,7,732.39,609.8,66.69,1207,77.7962,0.1797
502,6,806.3,649.78,65.96,2047,60.9184,0.1772
503,6,878.77,779.74,62.52,878,50.6834,0.1778
504,6,908.08,859.71,62.52,462,83.1169,0.1776
505,6,914.86,859.71,62.52,639,79.9687,0.2116
506,6,890.64,769.74,62.52,984,66.6667,0.2105
507,7,845.31,729.76,63.18,2261,62.0522,0.2088
508,6,860.65,729.76,63.85,1560,77.3077,0.2179
509,6,886.8,809.73,62.52,1326,77.7526,0.1819
510,6,907.44,809.73,61.24,1163,85.7266,0.1777
511,6,900.95,819.73,61.24,1203,86.0349,0.2081
512,5,855.65,729.76,65.24,1204,85.1329,0.2191
513,6,902.28,729.76,58.84,1683,71.4201,0.2145
514,5,937.69,859.71,58.84,956,64.2259,0.1777
515,6,913.24,849.72,62.52,764,81.8063,0.2119
516,7,918.73,849.72,60.02,1015,73.6946,0.2107
517,8,930.69,859.71,60.02,804,63.0597,0.2149
518,7,910.66,809.73,62.52,925,79.3514,0.2125
519,7,903.25,809.73,61.88,1132,68.5512,0.2143
520,8,855.17,649.78,61.88,3579,27.6614,0.1772
521,7,783.35,649.78,62.52,3691,28.7998,0.1773
522,8,783.63,649.78,65.96,4007,25.2059,0.2127
523,8,775.85,679.77,66.69,1622,57.7682,0.2148
524,6,723.51,649.78,71.45,1045,30.7177,0.2073
525,7,734.11,649.78,70.61,762,70.7349,0.2096
526,6,804.3,719.76,68.2,829,71.4113,0.2131
527,6,797.45,649.78,68.2,1867,40.707,0.215
528,6,814.59,649.78,64.54,2264,33.0389,0.2105
529,7,883.58,809.73,61.88,937,66.2753,0.1825
530,6,911.95,839.72,61.88,822,61.0706,0.2122
531,6,881.52,669.78,61.88,1812,37.0861,0.1375
532,8,839.72,669.78,40.01,15922,65.1677,0.2165
533,8,860.62,689.77,40.01,29031,62.044,0.1408
534,9,751.59,609.8,62.52,3542,37.8882,0.1401
535,10,707.71,609.8,65.96,1088,38.2353,0.2174
536,6,837.07,659.78,63.18,1986,39.9295,0.1757
537,9,869.41,689.77,62.52,2354,14.8683,0.1394
538,8,846.08,649.78,62.52,1799,28.2379,0.1433
539,7,879.08,719.76,62.52,1151,78.5404,0.1777
540,6,869.41,779.74,63.85,1240,66.37100000000001,0.2091
541,7,879.71,789.74,64.54,970,95.1546,0.2067
542,7,857.84,689.77,65.24,1521,45.0362,0.1821
543,6,860.32,689.77,65.24,1394,63.1277,0.1761
544,7,875.65,799.73,65.24,682,64.956,0.1784
545,6,889.7,829.72,61.88,800,90.125,0.1813
546,6,924.36,849.72,60.02,850,79.7647,0.1803
547,5,947.02,879.71,60.02,701,87.1612,0.17600000000000002
548,7,904.54,809.73,61.24,657,86.1492,0.214
549,6,858.5,719.76,63.85,1744,48.7385,0.2118
550,5,881.27,719.76,60.63,2052,47.1735,0.1418
551,8,927.36,859.71,59.43,1029,72.206,0.1797
552,7,883.14,749.75,61.24,898,75.8352,0.2123
553,7,860.62,749.75,64.54,1096,86.1314,0.2113
554,6,850.93,699.77,64.54,1523,49.8359,0.1781
555,8,837.96,699.77,65.96,1366,49.4143,0.1755
556,6,885.02,819.73,63.18,750,77.2,0.1766
557,7,920.03,839.72,61.24,691,72.9378,0.1812
558,6,932.02,849.72,58.27,1165,46.0944,0.1788
559,6,930.33,849.72,58.27,1056,59.9432,0.1734
560,7,911.31,829.72,61.24,780,50.3846,0.177
561,6,939.02,829.72,57.71,1007,37.14,0.1775
562,4,950.35,839.72,57.71,1065,56.1502,0.1754
563,5,898.09,839.72,61.24,672,73.3631,0.2155
564,5,873.35,679.77,63.85,1469,54.7992,0.2082
565,8,822.96,659.78,64.54,1715,30.8455,0.2144
566,7,832.37,719.76,64.54,1619,65.34899999999999,0.1413
567,8,831.78,679.77,62.52,2122,48.8219,0.1768
568,9,828.55,649.78,60.63,5823,21.3464,0.2485
569,7,872.44,649.78,58.27,4732,30.4945,0.1737
570,8,791.4,679.77,58.27,3375,46.9037,0.1404
571,9,746.07,659.78,54.07,2537,53.646,0.2469
572,9,785.57,659.78,54.07,3516,46.0751,0.2475
573,10,775.3,729.76,71.45,500,87.0,0.2508
574,9,734.76,669.78,74.1,279,86.0215,0.2507
575,8,733.97,669.78,74.1,264,75.3788,0.2868
576,8,765.42,729.76,73.2,266,68.797,0.2472
577,7,765.69,719.76,73.2,323,68.7307,0.2824
578,9,762.72,719.76,72.31,483,78.882,0.2481
579,8,766.06,719.76,72.31,552,78.8043,0.2748
580,8,773.74,719.76,72.31,647,94.4359,0.2585
581,9,766.6,709.76,72.31,609,74.8768,0.2236
582,7,756.5,709.76,74.1,403,75.9305,0.2501
583,8,749.75,719.76,74.1,244,60.2459,0.2808
584,8,749.22,719.76,76.95,191,67.0157,0.2459
585,9,742.65,709.76,76.95,228,82.4561,0.2835
586,9,744.75,699.77,74.1,341,89.7361,0.2827
587,8,761.17,719.76,74.1,435,90.5747,0.2628
588,8,795.36,719.76,37.51,18424,75.5265,0.1179
589,9,801.3,739.75,37.51,18497,77.3855,0.156
590,9,757.53,709.76,71.45,391,88.2353,0.2934
591,10,745.28,709.76,76.95,245,88.1633,0.2825
592,8,771.17,719.76,62.52,1611,64.1837,0.2594
593,8,786.8,739.75,62.52,1927,71.4582,0.2617
594,11,777.68,729.76,70.61,508,92.126,0.3026
595,10,773.68,729.76,69.79,445,79.5506,0.2742
596,9,780.33,739.75,68.99,620,96.12899999999999,0.2639
597,8,786.96,739.75,71.45,402,93.2836,0.2824
598,8,806.3,729.76,54.07,3257,54.2217,0.1417
599,8,799.73,729.76,54.07,3402,59.0535,0.1737
600,9,778.07,729.76,69.79,405,88.64200000000001,0.2856
601,10,771.51,729.76,73.2,448,91.9643,0.2669
602,8,772.89,729.76,73.2,402,93.2836,0.2588
603,8,748.72,709.76,74.1,267,85.3933,0.27399999999999997
604,8,762.18,709.76,61.88,1045,92.7273,0.2482
605,8,791.13,729.76,61.88,1362,92.51100000000001,0.1756
606,10,779.2,729.76,65.24,894,88.5906,0.2428
607,9,780.57,739.75,70.61,652,96.1656,0.2491
608,8,778.07,739.75,70.61,653,94.3338,0.2499
609,7,774.34,729.76,70.61,704,93.1818,0.2443
610,8,775.42,729.76,70.61,707,96.7468,0.244
611,9,770.28,719.76,71.45,451,88.9135,0.2456
612,8,746.86,709.76,76.95,235,83.4043,0.2467
613,8,752.38,709.76,74.1,373,89.8123,0.2798
614,9,780.02,729.76,54.56,4799,51.5941,0.1425
615,8,777.52,729.76,54.56,5588,62.2584,0.2144
616,8,752.45,709.76,74.1,348,91.6667,0.2874
617,9,759.19,709.76,73.2,398,79.6482,0.2561
618,8,762.32,719.76,73.2,568,84.6831,0.2624
619,8,750.8,709.76,74.1,371,94.3396,0.2804
620,7,745.18,699.77,75.97,357,98.0392,0.2684
621,7,770.92,699.77,71.45,469,90.1919,0.2671
622,8,779.74,739.75,71.45,516,94.5736,0.2494
623,9,768.12,719.76,72.31,527,91.8406,0.2815
624,9,774.61,719.76,70.61,613,85.8075,0.2442
625,8,794.31,719.76,51.3,5603,60.0393,0.2518
626,7,793.26,719.76,51.3,5809,54.0713,0.1483
627,9,769.46,719.76,72.31,607,93.4102,0.2599
628,8,763.26,719.76,74.1,412,84.7087,0.2479
629,7,782.09,719.76,61.88,1176,94.0476,0.2633
630,9,796.7,719.76,54.56,3958,78.9288,0.1141
631,8,783.27,739.75,71.45,505,98.4158,0.2629
632,9,767.98,699.77,71.45,771,87.9377,0.2681
633,8,743.17,549.82,75.03,1090,68.7156,0.2479
634,9,772.31,549.82,54.56,4038,57.4542,0.222
635,9,836.28,739.75,52.19,9749,76.0899,0.1868
636,8,822.63,739.75,52.19,10170,79.2625,0.1569
637,8,797.07,739.75,69.79,614,27.1987,0.2509
638,8,846.49,739.75,42.27,14186,88.249,0.1143
639,9,815.32,739.75,42.27,12046,53.6942,0.1443
640,9,791.4,749.75,68.2,474,92.82700000000001,0.3159
641,8,801.4,559.81,66.69,1881,78.9474,0.312
642,8,757.32,559.81,67.44,2047,54.4211,0.2855
643,9,717.26,669.78,78.97,169,43.1953,0.1394
644,9,744.75,669.78,68.2,452,65.4867,0.2827
645,8,814.59,749.75,67.44,1149,67.7981,0.2455
646,8,813.44,769.74,67.44,797,72.1455,0.2459
647,9,793.74,729.76,71.45,330,91.8182,0.252
648,6,812.01,729.76,55.06,2861,52.2894,0.2815
649,6,842.66,739.75,55.06,3293,52.5053,0.1745
650,8,820.01,749.75,64.54,700,81.8571,0.2439
651,7,815.16,749.75,66.69,634,76.8139,0.2454
652,6,853.35,759.75,63.85,981,72.2732,0.2131
653,6,858.8,779.74,63.85,835,85.509,0.3176
654,9,826.49,779.74,68.2,474,81.6456,0.2491
655,8,815.61,759.75,65.24,830,65.4217,0.2524
656,8,798.07,749.75,65.24,800,57.75,0.2785
657,8,803.07,749.75,68.2,501,83.0339,0.2767
658,8,823.55,769.74,68.2,671,79.7317,0.25
659,8,822.37,769.74,67.44,805,94.0373,0.2504
660,7,802.02,759.75,67.44,706,91.2181,0.2494
661,9,797.23,759.75,69.79,465,87.3118,0.2091
662,8,808.59,759.75,65.24,733,81.8554,0.2473
663,8,826.49,759.75,65.24,824,89.3204,0.2491
664,9,830.02,769.74,67.44,529,95.6522,0.2481
665,8,823.66,769.74,67.44,513,86.1598,0.2575
666,8,810.94,739.75,68.2,420,60.0,0.2616
667,6,807.45,739.75,68.99,405,68.1481,0.2477
668,8,810.87,769.74,69.79,421,94.0618,0.2467
669,8,806.59,759.75,69.79,457,87.965,0.248
670,8,812.3,759.75,69.79,483,72.0497,0.2814
671,8,825.9,779.74,67.44,665,91.8797,0.2493
672,8,824.01,769.74,67.44,558,88.7097,0.2774
673,9,822.01,769.74,66.69,548,83.5766,0.2433
674,8,826.2,769.74,65.96,445,87.191,0.2492
675,9,836.78,769.74,63.18,985,76.6497,0.24600000000000002
676,9,822.08,759.75,63.18,774,83.0749,0.2504
677,8,813.85,769.74,68.2,472,84.322,0.253
678,9,828.55,779.74,68.2,589,79.7963,0.2485
679,9,819.44,759.75,68.2,544,61.0294,0.2789
680,8,819.14,759.75,67.44,627,73.8437,0.2513
681,8,822.96,779.74,67.44,616,83.7662,0.2502
682,8,810.3,749.75,68.2,529,79.017,0.2821
683,9,802.79,749.75,68.2,497,69.4165,0.2768
684,9,798.07,749.75,68.2,303,79.2079,0.2436
685,9,802.02,749.75,69.79,557,67.8636,0.2494
686,8,822.67,759.75,65.96,652,83.589,0.2503
687,8,830.31,779.74,65.96,601,80.0333,0.248
688,8,825.9,779.74,68.2,817,77.4786,0.2493
689,8,824.87,769.74,68.2,817,84.0881,0.2425
690,7,808.87,759.75,65.96,470,93.617,0.2473
691,9,814.01,759.75,65.96,1018,86.0511,0.2457
692,5,874.25,759.75,57.16,1596,68.2957,0.20800000000000002
693,8,885.02,789.74,57.16,1298,91.6795,0.2472
694,10,839.42,789.74,61.88,882,83.9002,0.2527
695,9,838.21,769.74,59.43,1356,76.3274,0.2531
696,6,825.02,769.74,59.43,1498,75.0334,0.2496
697,8,821.73,769.74,68.2,439,85.1936,0.2782
698,7,822.37,769.74,67.44,614,86.1564,0.2504
699,9,808.3,759.75,67.44,679,77.6141,0.2828
700,8,801.95,759.75,68.99,549,84.3352,0.2771
701,9,810.59,759.75,68.2,513,87.3294,0.2467
702,9,801.16,759.75,68.2,431,80.0464,0.2496
703,9,810.59,759.75,62.52,1093,71.9122,0.2467
704,7,819.16,759.75,62.52,1111,83.0783,0.2442
705,8,801.45,749.75,69.79,403,82.8784,0.2496
706,7,809.44,749.75,69.79,450,82.2222,0.2471
707,8,819.43,769.74,69.79,412,88.5922,0.2513
708,8,812.01,769.74,69.79,352,71.875,0.2463
709,9,826.78,769.74,67.44,524,79.3893,0.249
710,8,832.08,769.74,67.44,707,81.7539,0.2474
711,8,826.3,769.74,68.2,641,86.1154,0.242
712,9,810.87,769.74,67.44,614,75.2443,0.2467
713,9,800.88,759.75,67.44,330,96.6667,0.2497
714,9,803.16,759.75,71.45,296,94.2568,0.249
715,7,807.45,759.75,61.88,737,92.5373,0.2477
716,9,811.44,759.75,61.88,903,78.2946,0.2465
717,8,815.61,749.75,67.44,677,78.1388,0.2524
718,8,814.01,759.75,64.54,562,81.4947,0.2457
719,8,824.87,759.75,62.52,950,66.5263,0.2771
720,8,830.9,779.74,62.52,815,73.3742,0.2478
721,8,816.49,769.74,67.44,414,85.5072,0.2522
722,8,812.87,759.75,70.61,224,91.0714,0.24600000000000002
723,9,811.16,759.75,68.2,454,81.0573,0.2818
724,9,813.44,759.75,68.2,567,82.8924,0.2459
725,9,806.4,679.77,69.79,725,77.1034,0.2411
726,8,796.59,679.77,69.79,563,83.8366,0.2511
727,8,808.59,759.75,68.2,408,94.3627,0.2473
728,6,834.13,769.74,60.02,1571,51.7505,0.2116
729,7,839.72,769.74,60.02,1079,50.6024,0.2452
730,8,803.73,749.75,69.79,346,85.5491,0.2488
731,8,797.16,749.75,69.79,370,62.973,0.2509
732,8,802.3,759.75,68.99,471,64.1189,0.1781
733,7,802.79,759.75,68.99,385,63.1169,0.2422
734,7,802.59,759.75,70.61,347,75.2161,0.2492
735,8,818.26,759.75,63.18,940,87.1277,0.2157
736,8,821.73,759.75,63.18,1066,65.5722,0.2086
737,8,804.3,759.75,68.99,510,56.8627,0.2487
738,9,790.85,749.75,70.61,327,88.685,0.2459
739,7,778.91,739.75,70.61,362,80.663,0.2496
740,7,779.46,739.75,72.31,245,84.898,0.2495
741,8,776.5,739.75,72.31,197,94.4162,0.2436
742,8,785.02,739.75,68.99,335,69.2537,0.2477
743,7,798.59,639.79,59.43,1704,61.7371,0.2504
744,7,769.74,639.79,59.43,1289,67.2614,0.2458
745,8,809.73,719.76,55.06,2146,60.3448,0.1497
746,8,842.84,759.75,55.06,3245,43.3282,0.2595
747,8,795.29,609.8,68.2,1172,58.5324,0.3493
748,9,799.16,609.8,68.99,1108,73.1047,0.3218
749,8,806.02,749.75,68.99,453,59.8234,0.2836
750,9,798.9,749.75,66.69,515,55.7282,0.2782
751,8,799.16,749.75,66.69,450,77.1111,0.2503
752,9,798.59,749.75,70.61,354,71.7514,0.2504
753,8,801.16,749.75,63.85,576,63.8889,0.2853
754,8,791.96,739.75,63.85,535,65.0467,0.2455
755,8,782.24,719.76,70.61,406,82.5123,0.2486
756,7,792.24,719.76,70.61,812,41.6256,0.2104
757,7,809.73,739.75,59.43,1088,72.88600000000001,0.247
758,7,808.59,739.75,59.43,1087,77.5529,0.2473
759,6,814.87,739.75,64.54,903,63.8981,0.1753
760,7,842.66,759.75,64.54,1259,71.3264,0.2792
761,8,838.84,759.75,64.54,909,89.65899999999999,0.2805
762,8,802.3,749.75,66.69,565,79.292,0.2849
763,6,804.02,749.75,66.69,747,59.7055,0.2132
764,7,824.73,759.75,67.44,705,53.3333,0.2496
765,8,807.51,759.75,67.44,353,75.0708,0.2752
766,8,791.96,759.75,70.61,267,65.9176,0.2806
767,9,793.16,749.75,70.61,405,38.0247,0.2882
768,9,789.18,749.75,72.31,248,40.3226,0.17600000000000002
769,10,799.45,759.75,72.31,189,66.6667,0.2859
770,9,793.35,769.74,72.31,177,69.4915,0.2801
771,8,777.58,749.75,73.2,111,49.5495,0.2781
772,8,787.24,749.75,71.45,156,87.8205,0.2823
773,10,802.3,749.75,68.99,464,53.4483,0.2849
774,9,810.59,749.75,67.44,663,64.1026,0.2467
775,8,812.87,759.75,67.44,541,79.8521,0.2812
776,8,806.59,769.74,69.79,370,84.5946,0.2834
777,9,801.73,769.74,69.79,219,75.7991,0.2851
778,8,809.73,759.75,68.99,192,77.0833,0.2823
779,8,808.87,769.74,68.99,221,59.7285,0.2826
780,8,784.74,759.75,72.31,144,84.0278,0.3186
781,8,770.01,739.75,74.1,120,72.5,0.2808
782,8,782.24,739.75,72.31,175,56.0,0.2486
783,9,795.29,769.74,72.31,173,62.4277,0.2794
784,7,776.5,729.76,72.31,254,34.251999999999995,0.3133
785,8,760.54,729.76,75.03,145,34.4828,0.3114
786,9,759.48,739.75,75.97,75,62.6667,0.3203
787,9,766.23,739.75,75.97,123,83.7398,0.3175
788,9,772.45,739.75,74.1,150,52.0,0.2799
789,8,770.01,729.76,74.1,232,38.3621,0.3159
790,8,759.48,729.76,74.1,138,59.4203,0.2426
791,8,752.99,719.76,76.95,151,41.7219,0.32299999999999995
792,8,767.58,719.76,74.1,208,68.75,0.2465
793,9,783.79,739.75,73.2,182,79.6703,0.3103
794,10,779.74,749.75,73.2,181,56.3536,0.285
795,9,778.63,739.75,56.09,1841,68.2781,0.2854
796,9,761.33,699.77,56.09,1863,65.4858,0.2765
797,7,720.26,679.77,75.03,321,27.4143,0.1736
798,7,729.5,589.8,68.2,589,40.0679,0.3163
799,10,782.24,589.8,56.09,2434,64.3385,0.3196
800,9,773.08,729.76,56.09,1638,72.2833,0.2875
801,9,745.8,679.77,73.2,394,47.4619,0.2823
802,8,763.43,679.77,59.43,1256,77.5478,0.2413
803,8,832.66,719.76,59.43,1993,66.0813,0.2473
804,9,850.32,779.74,65.24,829,79.7346,0.2138
805,9,786.68,699.77,68.2,532,52.4436,0.1412
806,10,738.7,649.78,68.2,618,38.6731,0.3206
807,9,764.61,649.78,67.44,1544,27.3316,0.1767
808,9,801.95,689.77,67.44,915,59.1257,0.2425
809,8,796.12,749.75,70.61,506,55.336000000000006,0.2094
810,8,809.44,759.75,68.99,306,93.4641,0.2471
811,8,808.59,739.75,68.99,531,59.6987,0.2473
812,8,795.45,729.76,69.79,465,70.1075,0.2514
813,8,800.88,739.75,69.79,542,58.8561,0.2497
814,9,780.82,729.76,71.45,294,48.9796,0.2769
815,9,788.27,729.76,53.12,2941,66.74600000000001,0.2239
816,8,790.03,729.76,65.24,780,44.8718,0.2978
817,9,808.87,749.75,68.99,332,88.5542,0.2473
818,9,823.44,769.74,68.99,403,92.3077,0.2429
819,9,798.9,749.75,70.61,372,51.3441,0.2434
820,9,794.31,749.75,71.45,316,62.3418,0.2518
821,8,808.59,759.75,69.79,288,92.3611,0.2473
822,8,786.96,719.76,69.79,290,66.8966,0.2824
823,9,784.18,719.76,70.61,411,34.3066,0.2834
824,8,829.72,759.75,63.18,579,53.886,0.24100000000000002
825,8,832.08,759.75,63.18,888,35.0225,0.2474
826,8,789.74,739.75,68.99,224,69.1964,0.2462
827,9,780.02,739.75,70.61,240,62.0833,0.2493
828,8,804.59,739.75,69.79,404,80.6931,0.2486
829,8,803.9,759.75,69.79,403,87.8412,0.2764
830,7,794.58,619.79,69.79,1073,92.7307,0.267
831,8,817.23,619.79,67.44,1064,96.0526,0.2677
832,8,834.43,779.74,67.44,440,84.7727,0.2467
833,8,816.58,759.75,68.2,425,68.4706,0.2449
834,8,810.3,759.75,65.24,380,94.2105,0.2468
835,8,821.78,759.75,65.24,514,91.2451,0.2505
836,8,820.3,789.74,68.99,392,88.0102,0.2438
837,8,803.9,759.75,70.61,275,87.2727,0.2419
838,8,802.59,759.75,71.45,336,85.4167,0.2492
839,8,808.59,769.74,71.45,269,95.9108,0.2827
840,8,806.3,759.75,70.61,282,87.9433,0.2835
841,8,786.96,729.76,70.61,280,76.4286,0.2471
842,10,765.53,709.76,64.54,881,59.7049,0.2063
843,10,760.83,709.76,64.54,809,46.3535,0.2131
844,9,784.74,719.76,70.61,272,47.7941,0.3186
845,8,800.01,759.75,70.61,117,92.3077,0.3125
846,8,775.69,709.76,72.31,206,44.6602,0.3484
847,7,824.88,709.76,42.27,2007,61.7838,0.2572
848,7,1027.3,739.75,42.27,23365,20.077,0.1718
849,10,881.98,449.85,37.51,50993,47.6811,0.1031
850,12,828.34,389.87,43.81,49067,72.4948,0.2914
851,11,650.93,309.9,43.81,63180,75.5271,0.3512
852,11,510.58,309.9,48.8,29002,87.0354,0.1848
853,19,529.28,309.9,41.11,38422,88.1734,0.2061
854,14,626.9,309.9,41.11,34176,95.1925,0.1679
855,10,733.87,679.77,74.1,199,25.1256,0.1202
856,10,753.7,709.76,73.2,74,71.6216,0.1397
857,8,778.63,729.76,68.99,503,38.171,0.2141
858,9,851.23,729.76,56.09,1391,40.4026,0.1424
859,8,815.16,709.76,56.09,3293,29.2439,0.1402
860,9,755.8,709.76,71.45,179,20.1117,0.1741
861,8,761.64,719.76,71.45,205,20.0,0.2839
862,8,732.58,689.77,75.97,113,30.0885,0.14
863,9,703.91,649.78,80.03,148,45.2703,0.2426
864,9,711.76,649.78,75.97,122,57.376999999999995,0.1405
865,9,754.49,679.77,70.61,315,28.8889,0.27899999999999997
866,8,765.15,709.76,70.61,154,48.0519,0.2119
867,9,750.61,679.77,73.2,330,46.6667,0.2284
868,8,704.38,639.79,73.2,628,10.3503,0.1456
869,7,722.01,639.79,68.99,1140,29.6491,0.3116
870,7,765.96,689.77,68.99,1002,37.0259,0.3529
871,6,757.32,699.77,72.31,482,30.4979,0.1428
872,8,736.68,689.77,76.95,222,44.5946,0.3133
873,7,740.78,689.77,75.03,272,34.1912,0.2769
874,6,755.01,709.76,75.03,290,32.7586,0.3486
875,8,741.33,709.76,75.03,237,62.8692,0.355
876,6,726.17,669.78,74.1,268,52.9851,0.3178
877,6,747.65,669.78,74.1,314,45.5414,0.3168
878,6,754.22,709.76,75.03,210,71.4286,0.314
879,7,724.63,679.77,78.97,150,31.3333,0.3185
880,7,717.45,679.77,77.95,148,78.3784,0.2859
881,6,728.73,689.77,76.95,202,72.7723,0.3167
882,6,718.48,679.77,76.95,158,66.4557,0.2498
883,6,708.51,679.77,81.11,100,84.0,0.3176
884,6,706.11,689.77,82.22,107,95.3271,0.3109
885,7,690.01,639.79,82.22,160,54.375,0.138
886,7,686.84,639.79,82.22,127,44.0945,0.3196
887,6,688.55,649.78,82.22,154,46.7532,0.3188
888,6,674.89,649.78,85.74,86,43.0233,0.3446
889,9,673.96,639.79,85.74,50,56.0,0.3451
890,7,682.39,649.78,84.54,134,42.5373,0.1396
891,7,683.58,659.78,83.36,130,56.9231,0.3135
892,6,675.49,659.78,83.36,51,76.4706,0.3172
893,6,675.97,659.78,84.54,47,74.4681,0.3522
894,6,678.58,649.78,84.54,76,68.4211,0.2807
895,7,674.19,649.78,84.54,82,86.5854,0.3105
896,6,670.94,649.78,86.99,48,79.1667,0.3466
897,6,673.11,649.78,85.74,64,73.4375,0.3537
898,5,666.19,629.79,78.97,168,82.1429,0.3079
899,8,671.06,629.79,84.54,92,69.5652,0.3057
900,9,679.06,649.78,84.54,90,57.7778,0.3156
901,9,669.54,649.78,86.99,72,72.2222,0.3126
902,7,658.19,629.79,88.26,48,60.4167,0.3453
903,8,657.69,629.79,84.54,49,69.3878,0.3182
904,9,660.01,639.79,84.54,50,72.0,0.3524
905,9,657.28,639.79,86.99,51,92.1569,0.3458
906,7,657.28,639.79,88.26,57,71.9298,0.3458
907,9,662.34,639.79,88.26,67,76.1194,0.316
908,8,666.52,639.79,85.74,62,83.87100000000001,0.314
909,9,663.5,639.79,85.74,91,57.1429,0.3155
910,9,661.87,639.79,86.99,93,54.8387,0.3162
911,7,659.78,639.79,86.99,69,86.9565,0.31
912,7,666.99,639.79,85.74,131,76.3359,0.3138
913,6,666.75,639.79,85.74,124,65.3226,0.3139
914,7,669.54,639.79,84.54,77,49.3506,0.3473
915,7,672.16,649.78,84.54,89,67.4157,0.3188
916,8,669.31,649.78,86.99,46,86.9565,0.3127
917,8,665.59,649.78,86.99,45,93.3333,0.3145
918,8,667.68,649.78,86.99,47,78.7234,0.3483
919,8,672.16,649.78,85.74,75,60.0,0.3188
920,10,674.3,649.78,85.74,80,58.75,0.3178
921,10,663.5,639.79,86.99,105,74.2857,0.3155
922,8,645.34,619.79,88.26,38,76.3158,0.3444
923,8,646.83,609.8,82.22,429,24.9417,0.24600000000000002
924,8,690.99,609.8,80.03,378,32.5397,0.2824
925,10,695.01,649.78,80.03,46,56.5217,0.2741
926,9,699.04,649.78,78.97,211,39.3365,0.2791
927,10,739.49,699.77,75.03,130,53.8462,0.3203
928,8,741.07,719.76,76.95,90,91.1111,0.3196
929,8,728.48,699.77,76.95,139,58.9928,0.1408
930,10,689.53,609.8,80.03,590,31.6949,0.3184
931,14,640.23,589.8,80.03,476,22.479,0.2083
932,15,618.94,589.8,92.34,146,10.274000000000001,0.3094
933,17,616.18,579.81,90.94,259,10.8108,0.1727
934,18,619.79,579.81,90.94,213,17.8404,0.1403
935,16,624.36,599.8,89.58,112,14.2857,0.1741
936,17,625.66,599.8,89.58,44,50.0,0.139
937,18,622.62,599.8,93.78,62,19.3548,0.2444
938,16,627.4,609.8,92.34,75,8.0,0.3465
939,17,629.14,609.8,92.34,51,23.5294,0.2419
940,15,633.79,609.8,89.58,114,36.8421,0.2104
941,15,638.68,609.8,84.54,244,15.1639,0.2436
942,19,627.18,609.8,86.99,76,53.9474,0.2426
943,20,601.47,549.82,85.74,186,33.871,0.2771
944,18,599.8,539.82,84.54,410,55.3659,0.2084
945,25,634.23,539.82,84.54,286,86.014,0.1752
946,27,620.01,369.88,88.26,110,41.8182,0.2402
947,8,986.1,869.71,48.4,6225,50.9398,0.2173
948,7,1028.55,889.7,48.4,7315,44.1558,0.2161
949,8,1016.45,859.71,49.6,2996,54.8064,0.24600000000000002
950,7,998.6,859.71,53.12,3124,64.4046,0.2146
951,8,1026.69,859.71,51.3,4004,82.7922,0.2165
952,6,1039.27,889.7,50.86,4664,85.8491,0.185
953,6,1032.99,889.7,50.86,4042,83.9683,0.251
954,7,1046.57,919.69,50.86,3133,85.4133,0.2573
955,7,1030.03,479.84,51.3,10770,83.51899999999999,0.2157
956,6,1042.25,479.84,48.8,11712,84.4177,0.2488
957,6,1103.23,939.69,48.8,3127,76.9747,0.2175
958,7,1119.63,989.67,47.63,4191,66.5235,0.2144
959,7,1098.1,899.7,47.63,6531,62.7316,0.2102
960,10,966.11,669.78,39.23,19709,72.3426,0.2588
961,7,1004.31,669.78,39.23,16665,62.9703,0.2489
962,7,1056.31,909.7,45.13,6299,75.0913,0.1753
963,8,1062.72,919.69,45.13,6152,83.42,0.18100000000000002
964,8,1083.64,929.69,48.4,5023,84.6506,0.1846
965,7,1085.02,929.69,49.2,4241,86.3711,0.2127
966,5,1103.63,949.68,50.02,2756,90.3483,0.2175
967,6,1098.03,949.68,48.8,3273,67.9804,0.1821
968,8,1094.83,919.69,48.8,6390,72.6291,0.2192
969,7,1055.42,819.73,48.8,5196,81.2548,0.1822
970,8,1026.69,819.73,48.4,7069,57.1509,0.2525
971,9,1068.49,899.7,48.4,6021,51.0546,0.252
972,8,1076.56,899.7,48.4,6530,68.3308,0.2501
973,8,1104.83,989.67,48.8,4203,85.9624,0.2534
974,7,1118.79,979.67,48.8,2977,94.0544,0.2607
975,7,1112.83,979.67,50.44,2952,87.6355,0.2516
976,7,1094.83,979.67,49.2,3673,95.5622,0.2558
977,9,1128.02,999.67,48.8,3681,97.9897,0.2482
978,8,1112.55,999.67,48.8,2892,89.5574,0.2622
