,A,B,C,G,R,X6,X8
484,7,1150.87,939.69,46.89,5243,55.4835,0.2534
485,8,1127.96,939.69,46.89,4324,45.25899999999999,0.2955
486,8,1140.87,1009.66,45.82,3269,65.9529,0.2922
487,8,1167.11,999.67,45.82,4999,60.2721,0.2856
488,8,1176.69,999.67,47.26,3273,71.4635,0.2833
489,8,1184.82,1069.64,44.79,3031,63.4114,0.2936
490,8,1176.13,1039.65,44.79,2453,77.4562,0.2588
491,7,1124.82,989.67,48.8,3247,96.79700000000001,0.2489
492,7,1117.96,929.69,46.17,5059,67.1674,0.2609
493,8,1169.61,1019.66,46.17,3018,63.6514,0.285
494,7,1182.11,1029.66,47.26,2155,87.9814,0.282
495,7,1174.39,959.68,47.26,3890,69.4344,0.2221
496,6,1138.79,969.68,47.63,3908,91.0184,0.2927
497,7,1135.22,969.68,45.47,5076,87.3522,0.2819
498,7,1185.26,1029.66,45.47,3772,85.6575,0.1834
499,8,1163.09,969.68,47.63,2067,68.5535,0.2991
500,7,1132.02,969.68,47.63,3516,85.0967,0.2827
501,5,1143.62,1009.66,45.82,4257,83.0397,0.2448
502,7,1183.52,1019.66,45.82,3520,83.4943,0.2572
503,8,1185.26,1009.66,46.53,2232,79.8835,0.2935
504,8,1160.03,1009.66,48.8,2562,88.993,0.2874
505,8,1139.2,1039.65,49.2,2239,90.9781,0.2926
506,7,1128.42,959.68,49.2,3037,87.1584,0.2836
507,7,1152.95,959.68,47.63,2257,84.537,0.2891
508,9,1174.39,1049.65,46.17,2256,86.4805,0.2592
509,9,1139.22,959.68,46.17,4294,65.1141,0.2809
510,7,1091.64,959.68,47.63,4625,69.5351,0.2931
511,8,1103.63,979.67,48.8,3696,88.9881,0.2537
512,8,1091.56,979.67,48.8,3607,62.2401,0.2819
513,7,1101.63,929.69,47.26,3505,42.6248,0.2542
514,5,1116.83,929.69,47.26,3907,64.0901,0.2865
515,7,1078.49,959.68,49.2,2429,81.0622,0.2496
516,7,1117.23,969.68,49.2,2507,76.8249,0.2864
517,8,1140.04,1019.66,48.8,2968,84.7372,0.2924
518,8,1152.95,969.68,46.89,4884,92.6085,0.2891
519,8,1158.36,969.68,45.82,6843,81.1486,0.2518
520,8,1144.2,979.67,45.82,3766,76.7924,0.2913
521,8,1122.03,929.69,49.2,3973,79.7131,0.2852
522,8,1128.02,929.69,46.53,3466,93.6238,0.2837
523,9,1164.83,1049.65,46.17,3001,91.103,0.2986
524,10,1184.39,969.68,46.17,2719,72.8577,0.2937
525,8,1197.52,1049.65,45.13,2313,63.8997,0.3132
526,7,1162.11,1019.66,45.13,3518,57.1916,0.2868
527,8,1156.28,1019.66,46.89,2854,64.1906,0.3243
528,8,1173.52,1019.66,46.17,3241,49.2132,0.2964
529,8,1128.79,849.72,44.46,7335,57.5596,0.2584
530,5,1131.22,849.72,44.46,7663,47.0573,0.2475
531,6,1179.17,1069.64,46.89,2815,76.34100000000001,0.295
532,8,1167.53,1039.65,48.02,2785,82.3698,0.2855
533,8,1148.78,1029.66,48.4,2938,74.4384,0.3264
534,7,1120.04,959.68,48.4,4464,89.7177,0.2976
535,9,1115.88,959.68,47.26,6353,95.1676,0.2614
536,6,1151.28,979.67,46.53,3384,89.9823,0.2895
537,8,1177.87,1079.64,46.53,1990,86.0804,0.2584
538,9,1175.02,1069.64,48.02,2291,88.2148,0.2482
539,8,1135.04,999.67,48.02,3077,94.5401,0.2937
540,9,1121.23,999.67,47.63,2912,77.0604,0.2854
541,9,1147.53,1019.66,47.26,4329,74.4976,0.2905
542,7,1157.01,1019.66,47.63,3087,92.2579,0.2631
543,9,1143.62,1039.65,48.8,1968,95.5285,0.3148
544,9,1106.17,959.68,46.17,4809,62.8405,0.3129
545,7,1088.44,929.69,46.17,6892,53.2647,0.2573
546,7,1106.03,929.69,49.2,4327,64.1091,0.2893
547,7,1132.02,999.67,49.6,2185,89.4737,0.2827
548,8,1124.63,989.67,50.44,3081,92.82700000000001,0.2594
549,8,1119.63,989.67,49.6,3170,84.51100000000001,0.2501
550,8,1134.82,1009.66,47.63,2682,81.2081,0.282
551,8,1146.28,1009.66,47.63,3683,91.7187,0.2545
552,7,1154.2,1029.66,48.8,2673,94.3883,0.2888
553,6,1140.45,969.68,49.2,2383,79.4796,0.2923
554,8,1142.95,969.68,46.89,4027,89.4711,0.2917
555,6,1159.2,1039.65,46.89,3079,85.255,0.2876
556,7,1123.23,939.69,48.4,2705,58.2255,0.3205
557,7,1144.2,939.69,46.89,3604,73.9179,0.2913
558,8,1184.39,1049.65,46.89,2070,93.2367,0.257
559,7,1141.7,949.68,46.89,3985,81.1543,0.292
560,7,1137.54,949.68,46.89,5383,75.5341,0.293
561,7,1127.54,899.7,48.02,5416,85.2105,0.2217
562,8,1152.53,899.7,45.82,6292,65.6707,0.1808
563,9,1181.78,1069.64,46.53,2859,87.723,0.2943
564,8,1195.25,1059.65,44.46,3790,72.9288,0.29100000000000004
565,6,1180.91,1039.65,44.46,3904,66.7264,0.2946
566,7,1162.95,949.68,45.47,6435,72.0591,0.2508
567,7,1211.34,949.68,45.47,5185,68.8332,0.2513
568,7,1211.77,1059.65,45.82,3873,88.6393,0.2512
569,8,1162.53,959.68,45.82,5656,91.9378,0.2509
570,9,1156.7,959.68,47.26,5452,86.3536,0.2522
571,8,1171.28,1069.64,46.89,2958,95.0642,0.249
572,8,1152.95,959.68,46.17,4148,82.4253,0.2891
573,9,1151.28,959.68,46.17,4619,70.578,0.2895
574,9,1142.12,979.67,46.17,4120,81.165,0.2554
575,6,1138.79,979.67,48.02,3991,80.8319,0.2561
576,7,1147.95,979.67,48.02,4338,82.9876,0.1815
577,8,1136.7,989.67,48.4,3332,95.7983,0.2199
578,8,1159.61,989.67,47.63,4213,97.7925,0.2515
579,6,1151.28,949.68,47.63,3151,93.6211,0.2533
580,8,1109.63,929.69,48.4,4047,82.9998,0.3244
581,7,1121.23,929.69,47.63,5434,85.9404,0.2497
582,8,1122.83,989.67,47.63,4038,80.2377,0.285
583,8,1124.82,939.69,48.8,3854,95.3814,0.2489
584,8,1152.12,939.69,45.13,5644,68.9405,0.2532
585,7,1174.39,999.67,45.13,3442,66.7926,0.2592
586,9,1167.87,1019.66,46.89,3526,79.8639,0.2606
587,8,1152.02,949.68,46.89,4680,75.0214,0.2431
588,8,1129.62,919.69,46.89,6481,48.8042,0.2582
589,7,1102.03,919.69,47.26,5548,65.429,0.2904
590,7,1124.03,939.69,48.4,4859,89.4217,0.2491
591,8,1144.62,989.67,48.4,4876,96.329,0.2548
592,7,1164.39,1029.66,46.53,4212,91.6667,0.2614
593,9,1172.65,979.67,46.53,4463,90.1188,0.2595
594,9,1168.74,989.67,46.89,4131,80.6584,0.18600000000000003
595,7,1126.02,899.7,46.89,3833,77.19800000000001,0.2842
596,7,1145.45,899.7,46.17,3202,76.4522,0.29100000000000004
597,8,1215.68,1109.63,46.17,2423,95.1713,0.2146
598,6,1149.62,999.67,46.89,4264,87.1482,0.2088
599,5,1140.45,909.7,44.46,7041,73.8816,0.2923
600,6,1190.47,909.7,44.46,6186,87.50399999999999,0.2557
601,7,1132.02,959.68,48.02,2588,69.8995,0.2827
602,8,1096.83,959.68,50.44,2646,80.7256,0.2918
603,8,1128.37,979.67,48.8,4273,94.1961,0.2585
604,8,1116.43,969.68,48.8,3489,88.2774,0.2866
605,7,1110.03,939.69,48.4,3953,74.6522,0.2883
606,7,1121.23,939.69,48.4,4063,86.0694,0.2854
607,8,1128.02,999.67,48.8,3322,94.9127,0.2837
608,7,1134.21,1019.66,47.63,1695,91.7404,0.2939
609,7,1171.28,1039.65,45.13,2980,80.5705,0.2846
610,6,1170.03,1049.65,45.13,3421,77.4043,0.2849
611,7,1145.03,1029.66,47.26,2889,84.0429,0.2911
612,7,1166.13,1029.66,48.02,2146,78.7978,0.2983
613,7,1163.78,1019.66,47.26,2536,90.8123,0.2506
614,9,1132.82,1019.66,47.63,3132,81.5134,0.2825
615,8,1142.54,1009.66,48.02,2625,95.0857,0.2553
616,8,1165.7,1009.66,45.82,3042,88.4944,0.2984
617,8,1163.78,989.67,45.82,2846,86.0155,0.2506
618,9,1146.7,989.67,47.63,2681,87.8031,0.2907
619,9,1134.21,979.67,47.63,4403,96.1844,0.2572
620,8,1120.04,979.67,49.6,3577,93.6819,0.2604
621,7,1149.2,959.68,45.47,6186,67.5073,0.2538
622,7,1140.45,949.68,45.47,5440,91.1949,0.2192
623,8,1145.87,949.68,45.82,4397,86.46799999999999,0.2545
624,8,1156.28,1009.66,45.82,3387,93.6522,0.2523
625,7,1147.22,989.67,49.2,3284,98.9951,0.2789
626,8,1127.96,989.67,49.6,3541,91.6125,0.2586
627,7,1113.38,959.68,49.6,2872,82.8343,0.2994
628,6,1157.95,959.68,46.89,3447,88.6858,0.2879
629,7,1132.12,939.69,46.89,2783,68.9544,0.2944
630,7,1117.23,939.69,49.2,3424,74.5911,0.2864
631,9,1135.87,999.67,49.2,3875,85.5742,0.2568
632,8,1120.04,989.67,49.6,3319,81.4101,0.2976
633,8,1161.7,1019.66,47.26,2636,90.2504,0.2869
634,8,1156.14,969.68,46.53,4255,84.3008,0.2633
635,8,1118.03,969.68,46.53,5591,65.2298,0.2147
636,8,1131.22,979.67,48.4,4652,69.9914,0.2829
637,9,1153.78,1019.66,48.8,2478,84.1404,0.2889
638,9,1127.22,949.68,48.8,2345,93.4755,0.2839
639,7,1088.44,929.69,47.63,2489,85.7774,0.294
640,6,1107.63,929.69,47.63,4355,79.2193,0.2528
641,8,1143.97,999.67,47.63,2860,91.3636,0.2661
642,8,1166.13,1049.65,46.89,2192,95.8029,0.261
643,8,1132.96,979.67,49.2,1876,81.6098,0.2942
644,7,1111.23,969.68,50.02,2706,86.6223,0.28800000000000003
645,8,1128.82,969.68,48.02,2967,79.4742,0.2835
646,8,1139.22,1019.66,48.02,2249,87.5056,0.2809
647,7,1118.79,989.67,48.4,3568,95.5437,0.2607
648,10,1088.04,949.68,50.02,3378,90.2605,0.2941
649,8,1091.94,949.68,50.44,3135,86.7624,0.2818
650,6,1134.02,989.67,47.26,2988,95.1138,0.2822
651,5,1134.62,959.68,47.26,2715,88.7661,0.2938
652,8,1101.23,959.68,48.4,3962,78.1424,0.2906
653,9,1125.62,1009.66,48.4,2534,79.7553,0.3198
654,7,1113.63,999.67,50.02,3461,87.2291,0.2514
655,8,1120.83,999.67,48.4,4222,84.3913,0.2855
656,8,1136.29,999.67,48.4,3580,82.2346,0.2934
657,8,1153.78,979.67,46.17,3830,77.4151,0.1445
658,7,1177.11,969.68,46.17,4107,84.3925,0.1416
659,10,1155.86,969.68,48.02,4807,72.0616,0.2884
660,8,1135.45,1009.66,48.02,4360,93.0734,0.2569
661,8,1134.42,959.68,49.2,3042,87.0809,0.2821
662,9,1034.47,549.82,45.47,12586,44.8911,0.179
663,8,1098.03,759.75,45.47,5182,57.6804,0.1457
664,8,1194.82,1039.65,46.53,3636,70.242,0.2547
665,8,1240.54,1089.64,42.87,2941,86.9092,0.2303
666,6,1259.08,1079.64,42.87,6223,95.822,0.1986
667,8,1240.5,1079.64,42.87,5672,88.311,0.2199
668,7,1257.76,1079.64,42.87,5222,77.6714,0.1807
669,7,1231.86,979.67,42.57,8487,34.111,0.2583
670,8,1263.22,979.67,42.57,9893,58.4959,0.2159
671,7,1243.22,1089.64,42.87,5377,73.6284,0.2194
672,8,1199.17,1039.65,45.82,4784,84.1137,0.2175
673,7,1196.12,1059.65,45.47,5338,91.6073,0.2181
674,8,1238.68,1059.65,43.18,3386,88.925,0.2202
675,8,1241.86,1109.63,44.46,2209,64.3278,0.2562
676,7,1233.23,1139.62,45.47,1186,79.51100000000001,0.2212
677,7,1250.95,1139.62,43.49,2988,89.6252,0.218
678,8,1223.51,1079.64,43.49,3007,82.5075,0.2132
679,9,1195.25,1009.66,44.46,4474,71.9714,0.1819
680,6,1250.04,1009.66,43.18,3106,71.5712,0.2182
681,7,1255.04,1079.64,43.18,2712,83.6652,0.2173
682,6,1230.95,1079.64,43.18,3811,81.0024,0.2216
683,8,1256.4,1109.63,43.18,3246,68.9464,0.2171
684,7,1228.68,1109.63,45.13,2119,81.1232,0.222
685,6,1245.04,1109.63,44.46,2323,83.4697,0.2191
686,7,1271.0,1099.63,42.87,4974,82.69,0.2248
687,6,1265.49,1119.63,42.87,3651,94.8233,0.2155
688,8,1262.31,1099.63,43.49,3824,65.5596,0.2161
689,8,1262.76,1099.63,43.18,4391,61.2844,0.21600000000000003
690,8,1232.32,1089.64,43.18,5208,85.6375,0.2213
691,7,1221.41,1019.66,41.68,5399,68.2349,0.2233
692,8,1235.67,1089.64,41.68,3439,81.1864,0.2111
693,8,1197.43,1089.64,45.82,2274,91.3369,0.2179
694,8,1196.99,1099.63,47.63,2783,95.6522,0.2179
695,7,1235.24,1039.65,42.27,3087,69.4849,0.2464
696,7,1246.4,1039.65,42.27,3026,84.3358,0.2188
697,8,1210.51,1039.65,45.47,5207,95.96700000000001,0.2253
698,8,1235.5,1089.64,44.46,4825,98.11399999999999,0.2208
